cell,prompt_id,mean_acceptance,acceptance_list,accepted_depths,first_rejection_depths,n_new_tokens,n_cycles,tree_size,exact_match,first_mismatch
T16_D16,91,3.0952,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3, 2, 4, 2, 2, 3, 4, 2, 2, 4, 1, 2, 3, 4, 4, 3, 1, 4, 5, 4, 4, 4]","[0, 3, 2, 3, 2, 0, 3, 5, 3, 1, 3, 4, 1, 1, 1, 2, 1, 3, 2, 3, 2, 1, 3, 1, 1, 2, 3, 1, 1, 3, 0, 1, 2, 3, 3, 2, 0, 3, 4, 3, 3, 3]","[1, 4, 3, 4, 3, 1, 4, 5, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3, 2, 4, 2, 2, 3, 4, 2, 2, 4, 1, 2, 3, 4, 4, 3, 1, 4, 5, 4, 4, 4]",128,42,26,True,-1
T16_D16,92,2.6939,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 1, 3, 1, 4, 2, 3, 2, 4, 2, 3, 2, 2, 2, 3, 5, 2, 1, 5, 2, 3, 2, 2, 3, 3, 4, 2, 5]","[2, 2, 2, 2, 2, 2, 1, 2, 3, 3, 0, 0, 0, 3, 3, 0, 2, 1, 3, 3, 0, 1, 0, 2, 0, 3, 1, 2, 1, 3, 1, 2, 1, 1, 1, 2, 4, 1, 0, 4, 1, 2, 1, 1, 2, 2, 3, 1, 4]","[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 1, 3, 1, 4, 2, 3, 2, 4, 2, 3, 2, 2, 2, 3, 5, 2, 1, 5, 2, 3, 2, 2, 3, 3, 4, 2, 5]",128,49,26,True,-1
T16_D16,93,3.5556,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 2, 5, 4, 3, 1, 2, 2, 4, 4, 4, 5, 4, 2, 3, 4, 4, 1, 1, 4, 3, 3, 4]","[5, 5, 2, 2, 3, 3, 5, 1, 3, 3, 3, 3, 4, 3, 1, 4, 3, 2, 0, 1, 1, 3, 3, 3, 4, 3, 1, 2, 3, 3, 0, 0, 3, 2, 2, 3]","[5, 5, 3, 3, 4, 4, 5, 2, 4, 4, 4, 4, 5, 4, 2, 5, 4, 3, 1, 2, 2, 4, 4, 4, 5, 4, 2, 3, 4, 4, 1, 1, 4, 3, 3, 4]",128,36,26,True,-1
T16_D16,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]","[5, 4, 0, 1, 4, 5, 3, 3, 1, 1, 1, 2, 1, 1, 2, 3, 1]","[5, 5, 1, 2, 5, 5, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",55,17,26,True,-1
T16_D16,95,3.2821,"[5, 6, 2, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6, 4, 6, 3, 2, 6, 5, 3, 3, 4, 3, 2, 6, 2, 2, 3, 4, 3, 3]","[4, 5, 1, 2, 1, 1, 2, 3, 3, 1, 0, 1, 0, 3, 1, 2, 1, 1, 3, 3, 5, 3, 5, 2, 1, 5, 4, 2, 2, 3, 2, 1, 5, 1, 1, 2, 3, 2, 2]","[5, 5, 2, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 5, 4, 5, 3, 2, 5, 5, 3, 3, 4, 3, 2, 5, 2, 2, 3, 4, 3, 3]",128,39,26,True,-1
T16_D16,96,3.9091,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3, 5, 5, 2, 4, 5, 5, 3, 4, 6, 2, 4, 1, 4, 4, 6, 3]","[0, 2, 4, 3, 2, 3, 5, 3, 1, 3, 4, 5, 2, 3, 3, 4, 2, 4, 4, 1, 3, 4, 4, 2, 3, 5, 1, 3, 0, 3, 3, 5, 2]","[1, 3, 5, 4, 3, 4, 5, 4, 2, 4, 5, 5, 3, 4, 4, 5, 3, 5, 5, 2, 4, 5, 5, 3, 4, 5, 2, 4, 1, 4, 4, 5, 3]",128,33,26,True,-1
T16_D16,97,3.7143,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6, 3, 3, 6, 4, 2, 6, 2, 3, 6, 4, 2, 2, 5, 2, 2, 3, 6]","[3, 5, 2, 1, 5, 3, 1, 1, 5, 5, 1, 2, 3, 3, 3, 3, 0, 5, 2, 2, 5, 3, 1, 5, 1, 2, 5, 3, 1, 1, 4, 1, 1, 2, 5]","[4, 5, 3, 2, 5, 4, 2, 2, 5, 5, 2, 3, 4, 4, 4, 4, 1, 5, 3, 3, 5, 4, 2, 5, 2, 3, 5, 4, 2, 2, 5, 2, 2, 3, 5]",128,35,26,True,-1
T16_D16,98,2.9111,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4, 1, 4, 3, 3, 1, 4, 3, 2, 5, 3, 2, 2, 4, 3, 1, 4, 4, 4, 3, 4, 1, 4]","[2, 1, 0, 2, 1, 2, 1, 4, 3, 5, 0, 0, 1, 3, 3, 1, 1, 2, 1, 2, 3, 2, 3, 0, 3, 2, 2, 0, 3, 2, 1, 4, 2, 1, 1, 3, 2, 0, 3, 3, 3, 2, 3, 0, 3]","[3, 2, 1, 3, 2, 3, 2, 5, 4, 5, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4, 1, 4, 3, 3, 1, 4, 3, 2, 5, 3, 2, 2, 4, 3, 1, 4, 4, 4, 3, 4, 1, 4]",128,45,26,True,-1
T16_D16,99,3.3333,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2, 3, 4, 2, 1, 1, 4, 4, 3, 3, 3, 4, 2, 3, 2, 4, 5, 4, 6, 4, 1, 3]","[0, 1, 2, 3, 3, 2, 1, 5, 5, 1, 4, 3, 5, 5, 2, 2, 1, 1, 2, 3, 1, 0, 0, 3, 3, 2, 2, 2, 3, 1, 2, 1, 3, 4, 3, 5, 3, 0, 2]","[1, 2, 3, 4, 4, 3, 2, 5, 5, 2, 5, 4, 5, 5, 3, 3, 2, 2, 3, 4, 2, 1, 1, 4, 4, 3, 3, 3, 4, 2, 3, 2, 4, 5, 4, 5, 4, 1, 3]",128,39,26,True,-1
T16_D16,100,2.9091,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3, 4, 2, 1, 2, 3, 2, 5, 2, 6, 4, 4, 3, 6, 4, 3, 3, 3, 4, 2, 1]","[2, 0, 1, 1, 3, 2, 2, 3, 1, 1, 0, 2, 1, 3, 2, 0, 2, 4, 2, 4, 0, 1, 1, 2, 3, 1, 0, 1, 2, 1, 4, 1, 5, 3, 3, 2, 5, 3, 2, 2, 2, 3, 1, 0]","[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3, 4, 2, 1, 2, 3, 2, 5, 2, 5, 4, 4, 3, 5, 4, 3, 3, 3, 4, 2, 1]",128,44,26,True,-1
T16_D16,101,3.2941,"[1, 4, 4, 5, 1, 5, 6, 6, 3, 1, 4, 2, 2, 4, 2, 3, 5, 3, 1, 4, 5, 3, 4, 3, 2, 1, 4, 3, 3, 3, 3, 6, 4, 2]","[0, 3, 3, 4, 0, 4, 5, 5, 2, 0, 3, 1, 1, 3, 1, 2, 4, 2, 0, 3, 4, 2, 3, 2, 1, 0, 3, 2, 2, 2, 2, 5, 3, 1]","[1, 4, 4, 5, 1, 5, 5, 5, 3, 1, 4, 2, 2, 4, 2, 3, 5, 3, 1, 4, 5, 3, 4, 3, 2, 1, 4, 3, 3, 3, 3, 5, 4, 2]",112,34,26,True,-1
T16_D16,102,3.2353,"[1, 3, 1, 2, 6, 4, 4, 3, 4, 2, 6, 6, 3, 5, 3, 3, 6, 2, 2, 2, 3, 2, 2, 4, 3, 1, 2, 2, 2, 3, 4, 6, 4, 4]","[0, 2, 0, 1, 5, 3, 3, 2, 3, 1, 5, 5, 2, 4, 2, 2, 5, 1, 1, 1, 2, 1, 1, 3, 2, 0, 1, 1, 1, 2, 3, 5, 3, 3]","[1, 3, 1, 2, 5, 4, 4, 3, 4, 2, 5, 5, 3, 5, 3, 3, 5, 2, 2, 2, 3, 2, 2, 4, 3, 1, 2, 2, 2, 3, 4, 5, 4, 4]",110,34,26,True,-1
T16_D16,103,3.7647,"[1, 4, 4, 4, 5, 4, 4, 4, 2, 5, 6, 4, 6, 3, 6, 1, 6, 4, 4, 6, 2, 3, 4, 6, 3, 4, 2, 3, 4, 1, 3, 2, 4, 4]","[0, 3, 3, 3, 4, 3, 3, 3, 1, 4, 5, 3, 5, 2, 5, 0, 5, 3, 3, 5, 1, 2, 3, 5, 2, 3, 1, 2, 3, 0, 2, 1, 3, 3]","[1, 4, 4, 4, 5, 4, 4, 4, 2, 5, 5, 4, 5, 3, 5, 1, 5, 4, 4, 5, 2, 3, 4, 5, 3, 4, 2, 3, 4, 1, 3, 2, 4, 4]",128,34,26,True,-1
T16_D16,104,3.7826,"[2, 5, 5, 4, 2, 5, 4, 4, 6, 2, 4, 4, 5, 3, 6, 4, 3, 5, 2, 2, 4, 5, 1]","[1, 4, 4, 3, 1, 4, 3, 3, 5, 1, 3, 3, 4, 2, 5, 3, 2, 4, 1, 1, 3, 4, 0]","[2, 5, 5, 4, 2, 5, 4, 4, 5, 2, 4, 4, 5, 3, 5, 4, 3, 5, 2, 2, 4, 5, 1]",87,23,26,True,-1
T16_D16,105,3.9524,"[3, 4, 6, 4, 5, 6, 4, 3, 3, 4, 3, 1, 4, 3, 3, 5, 4, 2, 6, 6, 4]","[2, 3, 5, 3, 4, 5, 3, 2, 2, 3, 2, 0, 3, 2, 2, 4, 3, 1, 5, 5, 3]","[3, 4, 5, 4, 5, 5, 4, 3, 3, 4, 3, 1, 4, 3, 3, 5, 4, 2, 5, 5, 4]",83,21,26,True,-1
T16_D16,106,3.8788,"[3, 3, 4, 4, 2, 6, 1, 4, 4, 4, 6, 2, 6, 4, 3, 2, 2, 6, 2, 6, 5, 4, 3, 6, 4, 4, 3, 4, 4, 3, 6, 3, 5]","[2, 2, 3, 3, 1, 5, 0, 3, 3, 3, 5, 1, 5, 3, 2, 1, 1, 5, 1, 5, 4, 3, 2, 5, 3, 3, 2, 3, 3, 2, 5, 2, 4]","[3, 3, 4, 4, 2, 5, 1, 4, 4, 4, 5, 2, 5, 4, 3, 2, 2, 5, 2, 5, 5, 4, 3, 5, 4, 4, 3, 4, 4, 3, 5, 3, 5]",128,33,26,True,-1
T16_D16,107,4.037,"[2, 5, 5, 6, 6, 4, 1, 4, 5, 6, 3, 6, 5, 4, 4, 4, 4, 3, 4, 3, 3, 2, 5, 2, 6, 4, 3]","[1, 4, 4, 5, 5, 3, 0, 3, 4, 5, 2, 5, 4, 3, 3, 3, 3, 2, 3, 2, 2, 1, 4, 1, 5, 3, 2]","[2, 5, 5, 5, 5, 4, 1, 4, 5, 5, 3, 5, 5, 4, 4, 4, 4, 3, 4, 3, 3, 2, 5, 2, 5, 4, 3]",109,27,26,True,-1
T16_D16,108,3.7241,"[1, 3, 4, 5, 4, 1, 4, 3, 2, 3, 2, 4, 5, 6, 4, 6, 3, 3, 3, 6, 2, 5, 4, 2, 5, 4, 3, 5, 6]","[0, 2, 3, 4, 3, 0, 3, 2, 1, 2, 1, 3, 4, 5, 3, 5, 2, 2, 2, 5, 1, 4, 3, 1, 4, 3, 2, 4, 5]","[1, 3, 4, 5, 4, 1, 4, 3, 2, 3, 2, 4, 5, 5, 4, 5, 3, 3, 3, 5, 2, 5, 4, 2, 5, 4, 3, 5, 5]",108,29,26,True,-1
T16_D16,109,3.7429,"[3, 6, 4, 2, 6, 2, 3, 4, 6, 5, 1, 4, 6, 4, 4, 1, 4, 6, 2, 6, 4, 4, 2, 4, 2, 2, 5, 4, 2, 4, 3, 6, 4, 2, 4]","[2, 5, 3, 1, 5, 1, 2, 3, 5, 4, 0, 3, 5, 3, 3, 0, 3, 5, 1, 5, 3, 3, 1, 3, 1, 1, 4, 3, 1, 3, 2, 5, 3, 1, 3]","[3, 5, 4, 2, 5, 2, 3, 4, 5, 5, 1, 4, 5, 4, 4, 1, 4, 5, 2, 5, 4, 4, 2, 4, 2, 2, 5, 4, 2, 4, 3, 5, 4, 2, 4]",128,35,26,False,30
T16_D16,110,3.3684,"[3, 6, 4, 1, 3, 4, 6, 4, 2, 3, 4, 4, 6, 2, 3, 2, 2, 3, 5, 2, 2, 3, 1, 3, 4, 6, 5, 2, 2, 3, 2, 3, 6, 3, 4, 4, 3, 3]","[2, 5, 3, 0, 2, 3, 5, 3, 1, 2, 3, 3, 5, 1, 2, 1, 1, 2, 4, 1, 1, 2, 0, 2, 3, 5, 4, 1, 1, 2, 1, 2, 5, 2, 3, 3, 2, 2]","[3, 5, 4, 1, 3, 4, 5, 4, 2, 3, 4, 4, 5, 2, 3, 2, 2, 3, 5, 2, 2, 3, 1, 3, 4, 5, 5, 2, 2, 3, 2, 3, 5, 3, 4, 4, 3, 3]",128,38,26,True,-1
T16_D16,111,3.8235,"[3, 3, 4, 4, 3, 2, 6, 5, 4, 2, 4, 2, 6, 5, 3, 6, 3, 4, 2, 3, 4, 6, 4, 6, 4, 1, 3, 6, 4, 1, 4, 4, 4, 5]","[2, 2, 3, 3, 2, 1, 5, 4, 3, 1, 3, 1, 5, 4, 2, 5, 2, 3, 1, 2, 3, 5, 3, 5, 3, 0, 2, 5, 3, 0, 3, 3, 3, 4]","[3, 3, 4, 4, 3, 2, 5, 5, 4, 2, 4, 2, 5, 5, 3, 5, 3, 4, 2, 3, 4, 5, 4, 5, 4, 1, 3, 5, 4, 1, 4, 4, 4, 5]",128,34,26,True,-1
T16_D16,112,4.0,"[3, 3, 3, 2, 3, 2, 3, 2, 6, 5, 6, 6, 5, 6, 5, 6, 5, 6, 3, 4, 6, 1, 4, 5, 6, 4, 3, 2, 5, 4, 2, 2]","[2, 2, 2, 1, 2, 1, 2, 1, 5, 4, 5, 5, 4, 5, 4, 5, 4, 5, 2, 3, 5, 0, 3, 4, 5, 3, 2, 1, 4, 3, 1, 1]","[3, 3, 3, 2, 3, 2, 3, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 1, 4, 5, 5, 4, 3, 2, 5, 4, 2, 2]",128,32,26,False,21
T16_D16,113,3.5833,"[3, 4, 4, 2, 4, 4, 5, 2, 4, 3, 3, 2, 1, 4, 1, 1, 5, 4, 3, 2, 6, 6, 6, 4, 2, 3, 2, 2, 6, 2, 4, 6, 6, 5, 2, 6]","[2, 3, 3, 1, 3, 3, 4, 1, 3, 2, 2, 1, 0, 3, 0, 0, 4, 3, 2, 1, 5, 5, 5, 3, 1, 2, 1, 1, 5, 1, 3, 5, 5, 4, 1, 5]","[3, 4, 4, 2, 4, 4, 5, 2, 4, 3, 3, 2, 1, 4, 1, 1, 5, 4, 3, 2, 5, 5, 5, 4, 2, 3, 2, 2, 5, 2, 4, 5, 5, 5, 2, 5]",128,36,26,True,-1
T16_D16,114,3.2432,"[1, 6, 5, 3, 3, 5, 5, 4, 2, 2, 1, 1, 3, 1, 3, 2, 3, 5, 5, 1, 2, 4, 6, 5, 2, 5, 5, 5, 4, 3, 4, 1, 1, 1, 4, 6, 1]","[0, 5, 4, 2, 2, 4, 4, 3, 1, 1, 0, 0, 2, 0, 2, 1, 2, 4, 4, 0, 1, 3, 5, 4, 1, 4, 4, 4, 3, 2, 3, 0, 0, 0, 3, 5, 0]","[1, 5, 5, 3, 3, 5, 5, 4, 2, 2, 1, 1, 3, 1, 3, 2, 3, 5, 5, 1, 2, 4, 5, 5, 2, 5, 5, 5, 4, 3, 4, 1, 1, 1, 4, 5, 1]",120,37,26,True,-1
T16_D16,115,4.0,"[3, 3, 3, 5, 1, 4, 2, 1, 3, 4, 3, 4, 4, 6, 4, 4, 2, 6, 5, 3, 5, 5, 4, 4, 3, 6, 6, 6, 3, 4, 6, 6]","[2, 2, 2, 4, 0, 3, 1, 0, 2, 3, 2, 3, 3, 5, 3, 3, 1, 5, 4, 2, 4, 4, 3, 3, 2, 5, 5, 5, 2, 3, 5, 5]","[3, 3, 3, 5, 1, 4, 2, 1, 3, 4, 3, 4, 4, 5, 4, 4, 2, 5, 5, 3, 5, 5, 4, 4, 3, 5, 5, 5, 3, 4, 5, 5]",128,32,26,True,-1
T16_D16,116,3.5833,"[3, 3, 3, 4, 1, 4, 5, 4, 4, 5, 4, 6, 2, 2, 3, 4, 3, 2, 1, 3, 6, 4, 4, 4, 5, 6, 4, 5, 1, 2, 2, 2, 5, 3, 4, 6]","[2, 2, 2, 3, 0, 3, 4, 3, 3, 4, 3, 5, 1, 1, 2, 3, 2, 1, 0, 2, 5, 3, 3, 3, 4, 5, 3, 4, 0, 1, 1, 1, 4, 2, 3, 5]","[3, 3, 3, 4, 1, 4, 5, 4, 4, 5, 4, 5, 2, 2, 3, 4, 3, 2, 1, 3, 5, 4, 4, 4, 5, 5, 4, 5, 1, 2, 2, 2, 5, 3, 4, 5]",128,36,26,True,-1
T16_D16,117,3.7647,"[1, 4, 4, 6, 4, 6, 6, 4, 3, 4, 4, 3, 4, 6, 3, 2, 3, 6, 2, 1, 3, 2, 3, 2, 2, 5, 4, 2, 1, 5, 6, 6, 6, 5]","[0, 3, 3, 5, 3, 5, 5, 3, 2, 3, 3, 2, 3, 5, 2, 1, 2, 5, 1, 0, 2, 1, 2, 1, 1, 4, 3, 1, 0, 4, 5, 5, 5, 4]","[1, 4, 4, 5, 4, 5, 5, 4, 3, 4, 4, 3, 4, 5, 3, 2, 3, 5, 2, 1, 3, 2, 3, 2, 2, 5, 4, 2, 1, 5, 5, 5, 5, 5]",128,34,26,False,7
T16_D16,118,3.8529,"[1, 4, 6, 4, 3, 6, 2, 2, 4, 4, 4, 6, 6, 2, 2, 1, 2, 5, 6, 4, 4, 5, 2, 3, 5, 4, 3, 4, 5, 4, 3, 6, 5, 4]","[0, 3, 5, 3, 2, 5, 1, 1, 3, 3, 3, 5, 5, 1, 1, 0, 1, 4, 5, 3, 3, 4, 1, 2, 4, 3, 2, 3, 4, 3, 2, 5, 4, 3]","[1, 4, 5, 4, 3, 5, 2, 2, 4, 4, 4, 5, 5, 2, 2, 1, 2, 5, 5, 4, 4, 5, 2, 3, 5, 4, 3, 4, 5, 4, 3, 5, 5, 4]",128,34,26,True,-1
T16_D16,119,3.6571,"[3, 4, 2, 2, 3, 2, 3, 4, 4, 4, 4, 6, 2, 6, 5, 4, 2, 3, 5, 3, 5, 6, 3, 2, 5, 5, 4, 6, 4, 4, 3, 2, 2, 3, 3]","[2, 3, 1, 1, 2, 1, 2, 3, 3, 3, 3, 5, 1, 5, 4, 3, 1, 2, 4, 2, 4, 5, 2, 1, 4, 4, 3, 5, 3, 3, 2, 1, 1, 2, 2]","[3, 4, 2, 2, 3, 2, 3, 4, 4, 4, 4, 5, 2, 5, 5, 4, 2, 3, 5, 3, 5, 5, 3, 2, 5, 5, 4, 5, 4, 4, 3, 2, 2, 3, 3]",128,35,26,False,11
