config,dataset,tensor,code_entropy_bits,code_hist,exact_zero_dequant_ratio,mean_unique_codes_per_token,n_tokens,nmse_max,nmse_mean,nmse_median,nmse_p90,nmse_p99,sat_high_ratio,sat_low_ratio,scale_max,scale_median,scale_p90,scale_p99,zero_int_code_ratio,zero_median,zero_p90
R0q,mtbench,B_concat_p2,3.4092469685043207,0.00034;0.00045;0.00401;0.02969;0.07936;0.10396;0.12553;0.1428;0.14714;0.10471;0.05503;0.04721;0.08495;0.06546;0.00889;0.00047,0.5469908941537142,11.772265625,222170,0.5350173711776733,0.18276531994342804,0.1504066288471222,0.3661297708749771,0.46689224421977993,0.0004845402614591876,0.0003444830115768127,13.65000057220459,0.18958334624767303,0.95208340883255,1.3625000715255737,0.5469908941537142,8.0,12.0
R0q,mtbench,C_Ht,1.648126360386342,0.00025;1e-05;2e-05;6e-05;0.00018;0.00071;0.00271;0.05224;0.33969;0.50148;0.09959;0.00246;7e-05;5e-05;0.00012;0.00034,0.679542921607693,9.123739982575593,125480,0.5422573089599609,0.2970588207244873,0.2939833402633667,0.4050106406211853,0.482663439214229,0.00034415822774462866,0.00024790042437719724,2.9666669368743896,2.008333444595337,2.375000238418579,2.641666889190674,0.679542921607693,9.0,9.0
R1,gsm8k,B_concat,2.236543566423058,0.00014;0.00052;0.00182;0.0052;0.01249;0.02972;0.09016;0.38213;0.35014;0.08191;0.02743;0.01145;0.00467;0.00163;0.00046;0.00013,0.6238967299461364,15.880208333333334,20490,0.08852305263280869,0.052957311272621155,0.05240100994706154,0.06115951538085938,0.07005588717758657,0.00012659240395199352,0.00014364590509406602,3.2833335399627686,0.32604169845581055,0.3708333671092987,0.4229166805744171,0.6238967299461364,7.0,8.0
R1,gsm8k,B_concat_p2,3.180849551502135,0.00066;0.00232;0.00806;0.02285;0.05206;0.09654;0.1451;0.17729;0.17628;0.14272;0.09383;0.05008;0.02173;0.00766;0.00219;0.00062,0.1876442899306615,15.849479166666667,102450,0.0363871231675148,0.019076792523264885,0.018797442317008972,0.02223815582692623,0.026080833114683614,0.0006239820009795949,0.0006613696711913993,3.2833335399627686,0.07786458730697632,0.3281250298023224,0.39791667461395264,0.1876442899306615,7.0,8.0
R1,gsm8k,C_Ht_fp,1.8624588330406158,0.00025;2e-05;6e-05;0.0001;0.00013;0.00049;0.05668;0.19191;0.36481;0.37058;0.01421;0.00018;0.00011;9e-05;9e-05;0.00028,0.9440078937345081,9.686197916666666,42995,0.5684929490089417,0.4415932297706604,0.4947580099105835,0.529996931552887,0.5496656894683838,0.00028001961513331885,0.0002482977437062396,3.954430103302002,3.1369855403900146,3.621856307983397,3.8664445877075195,0.9440078937345081,8.0,9.0
R1,gsm8k,S3_Ht_dep,1.8975064391940042,0.00025;2e-05;7e-05;0.0001;0.00013;0.00055;0.06551;0.17854;0.34864;0.38549;0.01984;0.00029;0.00011;0.0001;0.0001;0.00027,0.9285921076933543,9.665364583333334,42995,0.5721328258514404,0.44959765672683716,0.49654528498649597,0.5349892377853394,0.5532992482185364,0.0002733621971856337,0.0002487010110699986,3.9018256664276123,2.997502326965332,3.5033719539642334,3.7901968955993652,0.9285921076933543,8.0,9.0
R1,mtbench,B_concat,2.2436173587544674,0.00014;0.0005;0.00174;0.005;0.01227;0.02972;0.08994;0.37365;0.35547;0.08483;0.02825;0.01161;0.00467;0.00163;0.00046;0.00013,0.6196437433362008,15.865234375,44434,0.086811363697052,0.052779875695705414,0.05220688134431839,0.06090774089097977,0.069706986695528,0.00012864704667663317,0.00014080270630074666,3.2750000953674316,0.33645835518836975,0.38854169845581055,0.4385416805744171,0.6196437433362008,7.0,8.0
R1,mtbench,B_concat_p2,3.1793343902670994,0.00065;0.00229;0.00795;0.02253;0.05147;0.09581;0.14467;0.17729;0.17681;0.14339;0.09435;0.05037;0.02188;0.0077;0.00221;0.00063,0.18792333956807852,15.8607421875,222170,0.037616461515426636,0.019119182601571083,0.018823090940713882,0.022284393198788166,0.026098098643124103,0.0006285035640757996,0.0006563337781699374,3.2750000953674316,0.08281250298023224,0.3385416865348816,0.4114583432674408,0.18792333956807852,7.0,8.0
R1,mtbench,C_Ht_fp,1.516329236483936,0.00025;1e-05;3e-05;5e-05;6e-05;0.00023;0.02752;0.0938;0.57431;0.2946;0.00851;0.00011;9e-05;0.0001;7e-05;0.00027,0.9557797404627005,9.729762202349347,125480,0.5807314515113831,0.4740654528141022,0.5052636861801147,0.5418928265571594,0.5604397058486938,0.0002742331120922851,0.0002485866724479517,4.413851261138916,3.3558452129364014,3.7983299016952516,4.066054821014404,0.9557797404627005,8.0,9.0
R1,mtbench,S3_Ht_dep,1.5580484063962565,0.00025;1e-05;3e-05;5e-05;6e-05;0.00026;0.0315;0.09173;0.55698;0.30678;0.01171;0.00012;9e-05;0.0001;7e-05;0.00027,0.9425041890392701,9.674584474402689,125480,0.5864539742469788,0.4872696101665497,0.5161842703819275,0.548678457736969,0.5652782320976257,0.0002729681769172506,0.0002485792247171048,4.247290134429932,3.2177670001983643,3.6578993797302246,3.9042632579803467,0.9425041890392701,8.0,9.0
R1f,gsm8k,B_concat,2.2828164073734696,0.00014;0.00055;0.00196;0.00558;0.0134;0.03141;0.09504;0.3739;0.34434;0.08447;0.02886;0.01251;0.00525;0.00189;0.00055;0.00014,0.6016143639882405,15.904166666666667,20490,0.08852426707744598,0.05051008611917496,0.05006682127714157,0.05863238126039505,0.06950814202427869,0.0001410671005335947,0.00014063986576123472,3.450000286102295,0.2822916805744171,0.3239583373069763,0.3697916865348816,0.6016143639882405,7.0,8.0
R1f,gsm8k,B_concat_p2,3.198623189993101,0.00067;0.00241;0.00841;0.02371;0.05338;0.09722;0.14387;0.17416;0.1733;0.14202;0.09509;0.05176;0.02285;0.00815;0.00234;0.00065,0.18372968211770058,15.897395833333333,102450,0.03585699573159218,0.018577085807919502,0.018308186903595924,0.021768913045525553,0.025477178189903478,0.0006468754795302327,0.000669256035083284,3.450000286102295,0.0729166716337204,0.28437501192092896,0.3474062690138762,0.18372968211770058,7.0,8.0
R1f,gsm8k,C_Ht,1.4060532596118076,0.00025;0.0;2e-05;4e-05;0.00012;0.0003;0.00116;0.02781;0.36396;0.55251;0.05254;0.00057;0.00016;0.0001;0.00013;0.00033,0.8368584950764973,9.368055555555555,42995,0.5676193237304688,0.41762104630470276,0.42840901017189026,0.5167075634002686,0.5528914332389832,0.0003286021371928251,0.00024586438840843686,3.2250001430511475,2.3625001907348633,2.758333444595337,3.0916669368743896,0.8368584950764973,9.0,9.0
R1f,mtbench,B_concat,2.2786971271887557,0.00014;0.00052;0.00184;0.00527;0.01295;0.03099;0.09305;0.36764;0.35085;0.08721;0.02953;0.01247;0.00509;0.0018;0.00052;0.00014,0.5989716328680516,15.8998046875,44434,0.08512258529663086,0.050924431532621384,0.05036146193742752,0.0591882910579443,0.06877757877111434,0.0001405182178132236,0.0001381634573590418,3.450000286102295,0.30104169249534607,0.3531250059604645,0.4010416865348816,0.5989716328680516,7.0,8.0
R1f,mtbench,B_concat_p2,3.1907859605853424,0.00066;0.00233;0.00815;0.02303;0.05225;0.09615;0.14378;0.17526;0.17489;0.143;0.0953;0.05159;0.02265;0.00802;0.00231;0.00064,0.18519955333322285,15.8984375,222170,0.03782446309924126,0.01879025436937809,0.018522847443819046,0.02196467760950327,0.025636889487504956,0.0006441158227971755,0.000657973676425172,3.450000286102295,0.0794270858168602,0.3020833432674408,0.3760416805744171,0.18519955333322285,7.0,8.0
R1f,mtbench,C_Ht,1.3520906046130257,0.00024;0.0;1e-05;2e-05;5e-05;0.00014;0.00063;0.03446;0.54142;0.39208;0.03002;0.00032;0.00011;0.00011;9e-05;0.00029,0.8588394886503617,9.463686173201872,125480,0.5749755501747131,0.4623352289199829,0.48352566361427307,0.5397804379463196,0.5567552816867828,0.00030566672273077227,0.00024574863725016866,3.433333396911621,2.633333444595337,3.008333444595337,3.200000286102295,0.8588394886503617,8.0,9.0
R2,gsm8k,B_concat,2.236543566423058,0.00014;0.00052;0.00182;0.0052;0.01249;0.02972;0.09016;0.38213;0.35014;0.08191;0.02743;0.01145;0.00467;0.00163;0.00046;0.00013,0.6238967299461364,15.880208333333334,20490,0.08852305263280869,0.052957311272621155,0.05240100994706154,0.06115951538085938,0.07005588717758657,0.00012659240395199352,0.00014364590509406602,3.2833335399627686,0.32604169845581055,0.3708333671092987,0.4229166805744171,0.6238967299461364,7.0,8.0
R2,gsm8k,B_concat_p2,3.180849551502135,0.00066;0.00232;0.00806;0.02285;0.05206;0.09654;0.1451;0.17729;0.17628;0.14272;0.09383;0.05008;0.02173;0.00766;0.00219;0.00062,0.1876442899306615,15.849479166666667,102450,0.0363871231675148,0.019076792523264885,0.018797442317008972,0.02223815582692623,0.026080833114683614,0.0006239820009795949,0.0006613696711913993,3.2833335399627686,0.07786458730697632,0.3281250298023224,0.39791667461395264,0.1876442899306615,7.0,8.0
R2,gsm8k,C_Ht_fp,1.8624588330406158,0.00025;2e-05;6e-05;0.0001;0.00013;0.00049;0.05668;0.19191;0.36481;0.37058;0.01421;0.00018;0.00011;9e-05;9e-05;0.00028,0.9440078937345081,9.686197916666666,42995,0.5684929490089417,0.4415932297706604,0.4947580099105835,0.529996931552887,0.5496656894683838,0.00028001961513331885,0.0002482977437062396,3.954430103302002,3.1369855403900146,3.621856307983397,3.8664445877075195,0.9440078937345081,8.0,9.0
R2,gsm8k,S3_Ht_dep,1.8975064391940042,0.00025;2e-05;7e-05;0.0001;0.00013;0.00055;0.06551;0.17854;0.34864;0.38549;0.01984;0.00029;0.00011;0.0001;0.0001;0.00027,0.9285921076933543,9.665364583333334,42995,0.5721328258514404,0.44959765672683716,0.49654528498649597,0.5349892377853394,0.5532992482185364,0.0002733621971856337,0.0002487010110699986,3.9018256664276123,2.997502326965332,3.5033719539642334,3.7901968955993652,0.9285921076933543,8.0,9.0
R2,mtbench,B_concat,2.2436173587544674,0.00014;0.0005;0.00174;0.005;0.01227;0.02972;0.08994;0.37365;0.35547;0.08483;0.02825;0.01161;0.00467;0.00163;0.00046;0.00013,0.6196437433362008,15.865234375,44434,0.086811363697052,0.052779875695705414,0.05220688134431839,0.06090774089097977,0.069706986695528,0.00012864704667663317,0.00014080270630074666,3.2750000953674316,0.33645835518836975,0.38854169845581055,0.4385416805744171,0.6196437433362008,7.0,8.0
R2,mtbench,B_concat_p2,3.1793343902670994,0.00065;0.00229;0.00795;0.02253;0.05147;0.09581;0.14467;0.17729;0.17681;0.14339;0.09435;0.05037;0.02188;0.0077;0.00221;0.00063,0.18792333956807852,15.8607421875,222170,0.037616461515426636,0.019119182601571083,0.018823090940713882,0.022284393198788166,0.026098098643124103,0.0006285035640757996,0.0006563337781699374,3.2750000953674316,0.08281250298023224,0.3385416865348816,0.4114583432674408,0.18792333956807852,7.0,8.0
R2,mtbench,C_Ht_fp,1.516329236483936,0.00025;1e-05;3e-05;5e-05;6e-05;0.00023;0.02752;0.0938;0.57431;0.2946;0.00851;0.00011;9e-05;0.0001;7e-05;0.00027,0.9557797404627005,9.729762202349347,125480,0.5807314515113831,0.4740654528141022,0.5052636861801147,0.5418928265571594,0.5604397058486938,0.0002742331120922851,0.0002485866724479517,4.413851261138916,3.3558452129364014,3.7983299016952516,4.066054821014404,0.9557797404627005,8.0,9.0
R2,mtbench,S3_Ht_dep,1.5580484063962565,0.00025;1e-05;3e-05;5e-05;6e-05;0.00026;0.0315;0.09173;0.55698;0.30678;0.01171;0.00012;9e-05;0.0001;7e-05;0.00027,0.9425041890392701,9.674584474402689,125480,0.5864539742469788,0.4872696101665497,0.5161842703819275,0.548678457736969,0.5652782320976257,0.0002729681769172506,0.0002485792247171048,4.247290134429932,3.2177670001983643,3.6578993797302246,3.9042632579803467,0.9425041890392701,8.0,9.0
R3,gsm8k,B_concat,2.236543566423058,0.00014;0.00052;0.00182;0.0052;0.01249;0.02972;0.09016;0.38213;0.35014;0.08191;0.02743;0.01145;0.00467;0.00163;0.00046;0.00013,0.6238967299461364,15.880208333333334,20490,0.08852305263280869,0.052957311272621155,0.05240100994706154,0.06115951538085938,0.07005588717758657,0.00012659240395199352,0.00014364590509406602,3.2833335399627686,0.32604169845581055,0.3708333671092987,0.4229166805744171,0.6238967299461364,7.0,8.0
R3,gsm8k,B_concat_p2,3.180849551502135,0.00066;0.00232;0.00806;0.02285;0.05206;0.09654;0.1451;0.17729;0.17628;0.14272;0.09383;0.05008;0.02173;0.00766;0.00219;0.00062,0.1876442899306615,15.849479166666667,102450,0.0363871231675148,0.019076792523264885,0.018797442317008972,0.02223815582692623,0.026080833114683614,0.0006239820009795949,0.0006613696711913993,3.2833335399627686,0.07786458730697632,0.3281250298023224,0.39791667461395264,0.1876442899306615,7.0,8.0
R3,gsm8k,C_Ht_fp,1.8624588330406158,0.00025;2e-05;6e-05;0.0001;0.00013;0.00049;0.05668;0.19191;0.36481;0.37058;0.01421;0.00018;0.00011;9e-05;9e-05;0.00028,0.9440078937345081,9.686197916666666,42995,0.5684929490089417,0.4415932297706604,0.4947580099105835,0.529996931552887,0.5496656894683838,0.00028001961513331885,0.0002482977437062396,3.954430103302002,3.1369855403900146,3.621856307983397,3.8664445877075195,0.9440078937345081,8.0,9.0
R3,gsm8k,C_Ht_rc_fp,3.2126214893059033,0.00068;0.00241;0.00832;0.02319;0.05222;0.09479;0.14088;0.17192;0.17243;0.14289;0.09764;0.05503;0.02518;0.0092;0.00255;0.00069,0.18183756325807837,15.883072916666666,42995,0.030758772045373917,0.018087301403284073,0.017819400876760483,0.020766956731677055,0.024218848533928396,0.0006884908638312481,0.0006764216646034685,0.6102044582366943,0.4625316560268402,0.49911444187164306,0.5388162136077881,0.18183756325807837,8.0,8.0
R3,gsm8k,S3_Ht_dep,1.8725278006044586,0.00025;2e-05;7e-05;0.0001;0.00013;0.00054;0.05966;0.18038;0.35349;0.38736;0.0172;0.00022;0.00012;0.0001;0.0001;0.00028,0.9363784922493829,9.697960069444445,42995,0.5698670744895935,0.4462725520133972,0.4978048801422119,0.5335616707801819,0.5523770034313197,0.0002745431699117439,0.00024853447216123135,3.9245800971984863,3.0718681812286377,3.5699987411499015,3.8296613693237305,0.9363784922493829,8.0,9.0
R3,gsm8k,S3_Ht_rc_dep,3.2097630357307034,0.00068;0.00237;0.00832;0.02316;0.05208;0.09509;0.1415;0.1727;0.17272;0.14261;0.09709;0.05443;0.0249;0.00909;0.00256;0.00068,0.1824597830573718,15.908072916666667,42995,0.03301175683736801,0.018164943903684616,0.01786588877439499,0.020938750356435776,0.024325693659484355,0.000683194456440914,0.0006754401249862794,0.629413902759552,0.46357467770576477,0.5009017586708069,0.5393742322921753,0.1824597830573718,8.0,8.0
R3,mtbench,B_concat,2.2436173587544674,0.00014;0.0005;0.00174;0.005;0.01227;0.02972;0.08994;0.37365;0.35547;0.08483;0.02825;0.01161;0.00467;0.00163;0.00046;0.00013,0.6196437433362008,15.865234375,44434,0.086811363697052,0.052779875695705414,0.05220688134431839,0.06090774089097977,0.069706986695528,0.00012864704667663317,0.00014080270630074666,3.2750000953674316,0.33645835518836975,0.38854169845581055,0.4385416805744171,0.6196437433362008,7.0,8.0
R3,mtbench,B_concat_p2,3.1793343902670994,0.00065;0.00229;0.00795;0.02253;0.05147;0.09581;0.14467;0.17729;0.17681;0.14339;0.09435;0.05037;0.02188;0.0077;0.00221;0.00063,0.18792333956807852,15.8607421875,222170,0.037616461515426636,0.019119182601571083,0.018823090940713882,0.022284393198788166,0.026098098643124103,0.0006285035640757996,0.0006563337781699374,3.2750000953674316,0.08281250298023224,0.3385416865348816,0.4114583432674408,0.18792333956807852,7.0,8.0
R3,mtbench,C_Ht_fp,1.516329236483936,0.00025;1e-05;3e-05;5e-05;6e-05;0.00023;0.02752;0.0938;0.57431;0.2946;0.00851;0.00011;9e-05;0.0001;7e-05;0.00027,0.9557797404627005,9.729762202349347,125480,0.5807314515113831,0.4740654528141022,0.5052636861801147,0.5418928265571594,0.5604397058486938,0.0002742331120922851,0.0002485866724479517,4.413851261138916,3.3558452129364014,3.7983299016952516,4.066054821014404,0.9557797404627005,8.0,9.0
R3,mtbench,C_Ht_rc_fp,3.223148794573375,0.00068;0.00255;0.00884;0.02435;0.05372;0.09593;0.14065;0.17032;0.17066;0.14192;0.09741;0.05512;0.02529;0.00923;0.00262;0.00069,0.17978206149612863,15.89103379957971,125480,0.028849318623542786,0.017778420820832253,0.01753820665180683,0.020493827387690546,0.02380656823515892,0.0006935917002313848,0.0006798097606709537,0.58619225025177,0.4587714672088623,0.4955592155456543,0.5337643027305603,0.17978206149612863,8.0,8.0
R3,mtbench,S3_Ht_dep,1.5402171843070076,0.00025;1e-05;3e-05;5e-05;6e-05;0.00025;0.0299;0.09062;0.56023;0.30785;0.01012;0.00011;9e-05;0.0001;7e-05;0.00027,0.9494100925823052,9.712589855772148,125480,0.5854242444038391,0.4816669523715973,0.5117906332015991,0.5455654263496399,0.5632709264755249,0.00027333851291283886,0.0002489196910270645,4.323335647583008,3.284233331680298,3.7327288150787354,3.9860990047454834,0.9494100925823052,8.0,9.0
R3,mtbench,S3_Ht_rc_dep,3.217994608856131,0.00068;0.00252;0.00877;0.0242;0.05362;0.09629;0.14156;0.17136;0.17124;0.14167;0.09669;0.05434;0.02479;0.00903;0.00257;0.00068,0.18070975824569663,15.913698227293917,125480,0.03130439296364784,0.01794704794883728,0.017690062522888184,0.020734649151563644,0.024141570553183556,0.0006769850675482303,0.0006928016953073287,0.6092220544815063,0.4607040286064148,0.4985053837299347,0.5382811647653573,0.18070975824569663,8.0,8.0
R4,gsm8k,B_concat,2.236543566423058,0.00014;0.00052;0.00182;0.0052;0.01249;0.02972;0.09016;0.38213;0.35014;0.08191;0.02743;0.01145;0.00467;0.00163;0.00046;0.00013,0.6238967299461364,15.880208333333334,20490,0.08852305263280869,0.052957311272621155,0.05240100994706154,0.06115951538085938,0.07005588717758657,0.00012659240395199352,0.00014364590509406602,3.2833335399627686,0.32604169845581055,0.3708333671092987,0.4229166805744171,0.6238967299461364,7.0,8.0
R4,gsm8k,B_concat_p2,3.180849551502135,0.00066;0.00232;0.00806;0.02285;0.05206;0.09654;0.1451;0.17729;0.17628;0.14272;0.09383;0.05008;0.02173;0.00766;0.00219;0.00062,0.1876442899306615,15.849479166666667,102450,0.0363871231675148,0.019076792523264885,0.018797442317008972,0.02223815582692623,0.026080833114683614,0.0006239820009795949,0.0006613696711913993,3.2833335399627686,0.07786458730697632,0.3281250298023224,0.39791667461395264,0.1876442899306615,7.0,8.0
R4,gsm8k,C_Ht_fp,1.8624588330406158,0.00025;2e-05;6e-05;0.0001;0.00013;0.00049;0.05668;0.19191;0.36481;0.37058;0.01421;0.00018;0.00011;9e-05;9e-05;0.00028,0.9440078937345081,9.686197916666666,42995,0.5684929490089417,0.4415932297706604,0.4947580099105835,0.529996931552887,0.5496656894683838,0.00028001961513331885,0.0002482977437062396,3.954430103302002,3.1369855403900146,3.621856307983397,3.8664445877075195,0.9440078937345081,8.0,9.0
R4,gsm8k,C_Ht_rc_fp,3.2526425878197482,0.00083;0.00597;0.03051;0.07933;0.12063;0.1394;0.15081;0.15265;0.133;0.09474;0.05428;0.02498;0.00913;0.00271;0.00066;0.00036,0.2669699900266197,12.69453125,42995,0.12669514119625092,0.04134852811694145,0.030066847801208496,0.08693990111351013,0.10664968937635422,0.0003635052456552835,0.0008481074454418073,1.2309476137161255,0.6016393303871155,1.021451473236084,1.1465803384780884,0.2669699900266197,7.0,8.0
R4,gsm8k,S3_Ht_dep,1.8975064391940042,0.00025;2e-05;7e-05;0.0001;0.00013;0.00055;0.06551;0.17854;0.34864;0.38549;0.01984;0.00029;0.00011;0.0001;0.0001;0.00027,0.9285921076933543,9.665364583333334,42995,0.5721328258514404,0.44959765672683716,0.49654528498649597,0.5349892377853394,0.5532992482185364,0.0002733621971856337,0.0002487010110699986,3.9018256664276123,2.997502326965332,3.5033719539642334,3.7901968955993652,0.9285921076933543,8.0,9.0
R4,gsm8k,S3_Ht_rc_dep,3.285523261416329,0.00083;0.00601;0.02946;0.07487;0.11287;0.12946;0.14381;0.15207;0.13864;0.10375;0.06219;0.02987;0.01142;0.0035;0.00087;0.00039,0.2590420066482491,12.873697916666666,42995,0.13058489561080933,0.03896640986204147,0.028257623314857483,0.08206905424594879,0.10754227638244629,0.00039315936438571146,0.0008436159389222868,1.2305315732955933,0.582748293876648,0.9922397494316096,1.131026268005371,0.2590420066482491,7.0,8.0
R4,mtbench,B_concat,2.2436173587544674,0.00014;0.0005;0.00174;0.005;0.01227;0.02972;0.08994;0.37365;0.35547;0.08483;0.02825;0.01161;0.00467;0.00163;0.00046;0.00013,0.6196437433362008,15.865234375,44434,0.086811363697052,0.052779875695705414,0.05220688134431839,0.06090774089097977,0.069706986695528,0.00012864704667663317,0.00014080270630074666,3.2750000953674316,0.33645835518836975,0.38854169845581055,0.4385416805744171,0.6196437433362008,7.0,8.0
R4,mtbench,B_concat_p2,3.1793343902670994,0.00065;0.00229;0.00795;0.02253;0.05147;0.09581;0.14467;0.17729;0.17681;0.14339;0.09435;0.05037;0.02188;0.0077;0.00221;0.00063,0.18792333956807852,15.8607421875,222170,0.037616461515426636,0.019119182601571083,0.018823090940713882,0.022284393198788166,0.026098098643124103,0.0006285035640757996,0.0006563337781699374,3.2750000953674316,0.08281250298023224,0.3385416865348816,0.4114583432674408,0.18792333956807852,7.0,8.0
R4,mtbench,C_Ht_fp,1.516329236483936,0.00025;1e-05;3e-05;5e-05;6e-05;0.00023;0.02752;0.0938;0.57431;0.2946;0.00851;0.00011;9e-05;0.0001;7e-05;0.00027,0.9557797404627005,9.729762202349347,125480,0.5807314515113831,0.4740654528141022,0.5052636861801147,0.5418928265571594,0.5604397058486938,0.0002742331120922851,0.0002485866724479517,4.413851261138916,3.3558452129364014,3.7983299016952516,4.066054821014404,0.9557797404627005,8.0,9.0
R4,mtbench,C_Ht_rc_fp,3.076388147829782,0.00048;0.00261;0.01413;0.03903;0.06634;0.09525;0.14174;0.19495;0.20068;0.14133;0.06904;0.02496;0.0071;0.00168;0.00037;0.00031,0.3150124599846701,12.056071252916224,125480,0.2131122201681137,0.06198730319738388,0.05792782083153725,0.10333032160997391,0.1404145398736,0.0003119161891542414,0.0006479257905690853,1.6104867458343506,0.8334081172943115,1.115023136138916,1.2980685234069824,0.3150124599846701,7.0,9.0
