prompt_id,position,target_fp_top1,target_q_top1,target_top1_flip,target_fp_entropy,target_q_entropy,d_entropy,target_fp_margin,target_q_margin,d_logp_fp_draft_proposal,d_overlap_pQqFP_vs_pFPqFP,overlap_pFP_qFP,fkl_pFP_qFP,js_pFP_qFP,overlap_pQ_qFP,fkl_pQ_qFP,js_pQ_qFP,overlap_pFP_qQ,fkl_pFP_qQ,js_pFP_qQ,overlap_pQ_qQ,fkl_pQ_qQ,js_pQ_qQ,position_class
81,10,1444,24173,True,0.4324239194393158,0.5603470206260681,0.12792310118675232,2.65625,1.5625,2.559563159942627,0.679121732711792,0.1053849458694458,6.099770545959473,0.5425841808319092,0.7845066785812378,0.9324501752853394,0.12092524021863937,0.004745602607727051,8.345325469970703,0.6840717792510986,0.005071520805358887,6.005058288574219,0.6807646751403809,D_incidental_rank_flip
81,11,20521,20521,False,4.8195277486229315e-05,0.0014854429755359888,0.0014372477307915688,12.6875,9.28125,-0.0001237311662407592,0.00012373924255371094,0.11637657880783081,2.150921583175659,0.50653076171875,0.11650031805038452,2.150139331817627,0.5062766075134277,6.9141387939453125e-06,12.47187328338623,0.6931171417236328,4.571676254272461e-05,12.470297813415527,0.6930201053619385,E_within_noise
81,12,310,310,False,0.3432195484638214,0.001854301430284977,-0.341365247964859,2.125,9.21875,-6.980695724487305,-0.10667288303375244,0.10757756233215332,6.0678486824035645,0.5152332782745361,0.0009046792984008789,7.171405792236328,0.6894621253013611,0.003710150718688965,6.118012428283691,0.6824240684509277,0.0017045140266418457,6.477229118347168,0.6870255470275879,acceptance_decrease
81,13,596,596,False,0.011214083060622215,0.011227999813854694,1.3916753232479095e-05,6.546875,6.921875,0.0001722577726468444,-0.0001844167709350586,0.7209460735321045,0.3268343508243561,0.1079055517911911,0.7207616567611694,0.3212364614009857,0.10526926070451736,0.011310100555419922,4.545220851898193,0.6630367040634155,0.011833608150482178,4.540966510772705,0.6609576940536499,E_within_noise
81,14,7786,7786,False,0.34144386649131775,0.2000921070575714,-0.14135175943374634,2.953125,4.0,-0.9992568492889404,-0.019142985343933105,0.0773613452911377,3.2535312175750732,0.5363547801971436,0.05821835994720459,3.442411422729492,0.5771173238754272,0.0041506290435791016,6.628811836242676,0.6836181879043579,0.008370399475097656,6.75441837310791,0.6796636581420898,acceptance_decrease
81,15,17487,17487,False,0.0003653391031548381,0.001778265694156289,0.001412926591001451,10.515625,9.359375,-0.00013338221469894052,7.253885269165039e-05,0.9977936148643494,0.0021132929250597954,0.0007233692449517548,0.997866153717041,0.002078013028949499,0.0006776641821488738,0.06989902257919312,2.660848617553711,0.5639475584030151,0.07003241777420044,2.659794807434082,0.5636019706726074,E_within_noise
81,16,304,304,False,2.2393194853975729e-07,1.71900937857572e-05,1.6966161638265476e-05,18.828125,15.171875,-1.0728830375228426e-06,-1.0132789611816406e-06,1.0,2.3102266766272805e-08,3.051921160235338e-09,0.9999989867210388,7.849354915379081e-06,3.0686021545989206e-07,0.003166019916534424,5.755102157592773,0.6824497580528259,0.0031669139862060547,5.755086421966553,0.68244469165802,E_within_noise
81,17,26901,26901,False,1.3214043065090664e-05,6.817153189331293e-05,5.495749064721167e-05,14.234375,13.375,-3.6954779716324992e-06,2.562999725341797e-06,0.9954724311828613,0.004534225445240736,0.0015701272059231997,0.9954749941825867,0.004524584393948317,0.0015657732728868723,0.02761620283126831,3.5893845558166504,0.6295864582061768,0.02761983871459961,3.5893428325653076,0.6295720338821411,E_within_noise
81,18,29875,29875,False,1.1032385600628913e-06,0.00017004804976750165,0.00016894481086637825,17.15625,11.6171875,-1.2755313036905136e-05,2.6226043701171875e-06,0.9999573826789856,4.240726775606163e-05,1.4626624761149287e-05,0.9999600052833557,5.038766175857745e-05,1.5225732568069361e-05,0.00020778179168701172,8.477238655090332,0.6921607255935669,0.0002206563949584961,8.47706413269043,0.6921270489692688,E_within_noise
81,19,29991,29991,False,0.00017792984726838768,0.0029618663247674704,0.0027839364483952522,11.15625,8.1875,-0.0002967827895190567,0.0002700686454772949,0.996843695640564,0.0030832814518362284,0.0010589674348011613,0.9971137642860413,0.00231928750872612,0.0007170574390329421,0.09085530042648315,2.398507833480835,0.536724328994751,0.09115195274353027,2.3964931964874268,0.5360830426216125,E_within_noise
81,20,1815,1815,False,1.2632707357406616,1.678745150566101,0.41547441482543945,0.078125,0.21875,-0.29209083318710327,-0.046845436096191406,0.4670135974884033,1.0572818517684937,0.19505836069583893,0.4201681613922119,1.8473666906356812,0.21459472179412842,0.004373610019683838,6.3938212394714355,0.6822782754898071,0.010704994201660156,5.903752326965332,0.6705754995346069,acceptance_decrease
81,21,366,366,False,0.0043775164522230625,0.00045738942571915686,-0.003920127172023058,7.609375,11.078125,0.00046848540659993887,-0.00047892332077026367,0.9964565634727478,0.0025125283282250166,0.0007929741404950619,0.9959776401519775,0.003962632734328508,0.001361820031888783,0.0014552474021911621,6.9522786140441895,0.6884105801582336,0.0009871125221252441,6.957207202911377,0.6892530918121338,E_within_noise
81,22,2649,2649,False,0.0026090394239872694,0.01985018700361252,0.01724114827811718,9.265625,6.015625,-0.002463284181430936,0.002459406852722168,0.9936179518699646,0.005785689223557711,0.0019483246142044663,0.9960773587226868,0.0030086194165050983,0.0010147057473659515,0.007262885570526123,4.956795692443848,0.6717625856399536,0.008020281791687012,4.9451165199279785,0.6709215044975281,E_within_noise
81,23,592,592,False,3.379215195309371e-05,0.07212599366903305,0.0720921978354454,12.953125,4.28125,-0.013729155994951725,0.00902402400970459,0.9886701703071594,0.011374459601938725,0.003933202475309372,0.997694194316864,0.00022453372366726398,5.4268901294562966e-05,0.0007886290550231934,7.148039817810059,0.6899358034133911,0.0011958479881286621,7.084869384765625,0.6890215277671814,E_within_noise
81,24,901,901,False,0.14124497771263123,0.5628360509872437,0.4215910732746124,3.515625,1.9843751192092896,-0.1504247933626175,-0.1335386037826538,0.9709839820861816,0.212428480386734,0.010461704805493355,0.8374453783035278,1.1106181144714355,0.056485019624233246,0.00957268476486206,4.758758068084717,0.6666531562805176,0.025870025157928467,4.648673057556152,0.6498777866363525,acceptance_decrease
81,25,1048,1048,False,3.266908970545046e-05,2.179444709327072e-05,-1.0874642612179741e-05,13.296875,13.578125,7.152544867494726e-07,-6.556510925292969e-07,0.9999789595603943,1.6419246094301343e-05,5.298021278576925e-06,0.9999783039093018,1.7871743693831377e-05,5.867941126780352e-06,0.0015522241592407227,6.469448089599609,0.6873520016670227,0.0015513896942138672,6.469456195831299,0.6873538494110107,E_within_noise
81,26,372,596,True,0.36526644229888916,0.8733542561531067,0.5080878138542175,3.046875,1.203125,-1.4928703308105469,-0.7025167942047119,0.9267810583114624,0.2956540286540985,0.025960475206375122,0.2242642641067505,6.308516979217529,0.40338605642318726,0.005535244941711426,5.76413631439209,0.6789510846138,0.005756556987762451,6.16878080368042,0.6785677075386047,acceptance_decrease
81,27,29973,29973,False,0.000167971127666533,0.005286883562803268,0.005118912551552057,11.25,7.390625,-0.0006108720554038882,0.0006089210510253906,0.9991072416305542,0.0008389206486754119,0.0002848406438715756,0.9997161626815796,0.00018361280672252178,6.0094971559010446e-05,0.0012840032577514648,6.6680073738098145,0.6882301568984985,0.0018946528434753418,6.662315845489502,0.6873936653137207,E_within_noise
81,28,13,1724,True,0.3970591127872467,0.8266528248786926,0.4295937120914459,1.921875,0.046875,-0.5997970104217529,-0.38096141815185547,0.8893373012542725,0.1884477138519287,0.038412585854530334,0.508375883102417,1.3957496881484985,0.18754035234451294,0.019979119300842285,4.076221466064453,0.6447269916534424,0.03120267391204834,5.145167350769043,0.6382800340652466,acceptance_decrease
81,29,13,13,False,0.003495169337838888,0.013838042505085468,0.010342873632907867,7.96875,6.4375,-0.0014027694705873728,-0.001395881175994873,0.9996296763420105,0.0014600310241803527,0.00012771924957633018,0.9982337951660156,0.008062274195253849,0.0005969694466330111,0.3224365711212158,1.1318506002426147,0.3258703052997589,0.32249701023101807,1.1336562633514404,0.3259355127811432,E_within_noise
81,30,23869,7900,True,0.8663268685340881,0.5256540179252625,-0.3406728506088257,0.140625,2.1875,-1.6648509502410889,-0.41141170263290405,0.5462341904640198,1.043700098991394,0.15611273050308228,0.13482248783111572,2.934490442276001,0.46139270067214966,0.006002187728881836,5.223777770996094,0.6751669049263,0.008175134658813477,5.458531379699707,0.6727334260940552,acceptance_decrease
81,31,4007,4007,False,0.017360538244247437,0.4449390172958374,0.42757847905158997,6.0625,1.671875,-0.17074547708034515,0.15658634901046753,0.7951887845993042,0.21888315677642822,0.07213491201400757,0.9517751336097717,0.04085194692015648,0.013681219890713692,0.0035216808319091797,6.77878475189209,0.6866699457168579,0.0054361820220947266,6.1797943115234375,0.6794915199279785,B_distribution_flattening
81,32,22137,22137,False,0.00013685465091839433,0.002930707996711135,0.0027938534040004015,12.5,8.71875,-0.0002829600707627833,0.00017070770263671875,0.9956424236297607,0.004334002733230591,0.0014963169815018773,0.9958131313323975,0.004508812911808491,0.0014230362139642239,0.0002448558807373047,8.353976249694824,0.6920279264450073,0.0004634857177734375,8.351430892944336,0.6918652057647705,E_within_noise
81,33,29901,29901,False,5.807717116113054e-06,2.2696449377690442e-05,1.688873271632474e-05,15.5,14.7421875,-1.0728826964623295e-06,-1.0728836059570312e-06,0.9999998807907104,1.7584818579052808e-07,2.2060348214836267e-08,0.9999988079071045,3.2478546927450225e-06,3.0195297995305737e-07,0.1953192949295044,1.6331183910369873,0.42702531814575195,0.19532030820846558,1.6331074237823486,0.42702096700668335,E_within_noise
81,34,4587,4587,False,0.008706171065568924,0.38557636737823486,0.37687018513679504,8.171875,3.265625,-0.07861959934234619,0.06074792146682739,0.23529988527297974,1.4448866844177246,0.39097148180007935,0.29604780673980713,1.2885571718215942,0.3471217751502991,0.0005041956901550293,10.413565635681152,0.6925063133239746,0.002901315689086914,9.939591407775879,0.688292920589447,B_distribution_flattening
81,35,3236,3236,False,0.0002442919067107141,0.00394480861723423,0.003700516652315855,11.296875,7.875,-0.0004110603767912835,-0.00022470951080322266,0.9998878240585327,7.94231818872504e-05,2.540913556003943e-05,0.9996631145477295,0.0005112650687806308,8.503234130330384e-05,0.00018799304962158203,8.690048217773438,0.6923112869262695,0.00021576881408691406,8.687273025512695,0.6922615766525269,E_within_noise
81,36,29991,29892,True,0.6350193023681641,0.6925898790359497,0.057570576667785645,0.703125,0.078125,-0.33083242177963257,0.1103137731552124,0.8506359457969666,0.04575579613447189,0.011618945747613907,0.960949718952179,0.0030919909477233887,0.0007660193368792534,0.013766884803771973,5.585477828979492,0.6624560356140137,0.013777017593383789,4.999538421630859,0.659675121307373,D_incidental_rank_flip
81,37,306,29871,True,0.7510323524475098,0.9945251941680908,0.24349284172058105,0.25,1.03125,-0.8623114824295044,-0.4485437273979187,0.8029466271400452,0.14141525328159332,0.03889390081167221,0.35440289974212646,1.7005095481872559,0.26764509081840515,0.03399091958999634,4.57832670211792,0.6251640319824219,0.11783838272094727,2.315969467163086,0.5086327791213989,acceptance_decrease
81,38,750,750,False,0.4993930160999298,0.3695020377635956,-0.12989097833633423,1.71875,3.359375,1.322309970855713,0.03423970937728882,0.026631593704223633,5.854649543762207,0.6354382038116455,0.06087130308151245,6.137055397033691,0.5895743370056152,0.005638718605041504,7.905837535858154,0.682618260383606,0.014116168022155762,8.234687805175781,0.6761242151260376,A_or_C_alignment(needs quality cross-check)
81,39,385,385,False,0.10613791644573212,0.2757115066051483,0.1695735901594162,3.875,3.1875,0.1599256992340088,0.00375211238861084,0.03614926338195801,4.012690544128418,0.6045373678207397,0.03990137577056885,3.928882360458374,0.5963966846466064,0.007510781288146973,6.780535697937012,0.6816992163658142,0.0075307488441467285,6.642551422119141,0.6806020140647888,E_within_noise
81,40,21863,21863,False,0.5620741248130798,0.733884334564209,0.17181020975112915,1.296875,0.046875,0.8215392827987671,0.27088820934295654,0.5967025756835938,0.34039729833602905,0.08687997609376907,0.8675907850265503,0.04453032463788986,0.011325767263770103,0.0032829642295837402,7.004802703857422,0.6862215399742126,0.0034923553466796875,6.700326919555664,0.6858497858047485,B_distribution_flattening
81,41,292,292,False,1.4051673133508302e-05,2.608936483738944e-05,1.2037691703881137e-05,14.265625,13.890625,-7.152548278099857e-07,7.748603820800781e-07,0.9998769164085388,0.00011962937423959374,4.117321077501401e-05,0.9998776912689209,0.00011600369180087,3.9581223973073065e-05,1.239776611328125e-05,11.383869171142578,0.6930755376815796,1.3172626495361328e-05,11.383857727050781,0.6930749416351318,E_within_noise
81,42,931,931,False,0.0009793805656954646,0.004107226151973009,0.0031278454698622227,9.9375,8.21875,-0.00033250945853069425,0.0003324747085571289,0.3325430750846863,1.100327730178833,0.31846630573272705,0.3328755497932434,1.0975803136825562,0.31732305884361267,0.0010250210762023926,6.9710469245910645,0.6891474723815918,0.0013574957847595215,6.96742582321167,0.6884902119636536,E_within_noise
81,43,3902,297,True,0.5094706416130066,0.3963550329208374,-0.11311560869216919,1.9687498807907104,2.484375,-0.8241124153137207,-0.008804500102996826,0.12785959243774414,2.143433094024658,0.48071053624153137,0.11905509233474731,3.349653482437134,0.5583881139755249,0.010048925876617432,6.467683792114258,0.6760777831077576,0.007014334201812744,5.576470375061035,0.6761319637298584,E_within_noise
81,44,8253,8253,False,6.046335556675331e-07,6.974907478252135e-07,9.28571921576804e-08,18.65625,18.015625,0.0,0.0,0.9999748468399048,2.5027207811945118e-05,8.677143341628835e-06,0.9999748468399048,2.503758150851354e-05,8.68064489623066e-06,4.76837158203125e-06,12.232869148254395,0.6931149363517761,4.76837158203125e-06,12.232869148254395,0.6931149363517761,E_within_noise
81,45,278,278,False,0.030348043888807297,0.03997182101011276,0.009623777121305466,5.578125,5.40625,-0.0013849581591784954,0.0013775229454040527,0.9384943842887878,0.06040303036570549,0.0205843485891819,0.9398719072341919,0.05683932453393936,0.019106393679976463,0.007424414157867432,5.135008811950684,0.673500120639801,0.007602095603942871,5.128391742706299,0.67291659116745,E_within_noise
81,46,9560,9560,False,0.4093013405799866,1.027702808380127,0.6184014678001404,2.953125,1.53125,-0.22462275624275208,0.013274013996124268,0.5473569631576538,0.6069247126579285,0.18136098980903625,0.5606309771537781,1.465997338294983,0.20710164308547974,0.016843736171722412,6.010290145874023,0.6681085824966431,0.03308957815170288,5.721278190612793,0.6470476388931274,B_distribution_flattening
81,47,24191,24191,False,0.4774920344352722,0.563856303691864,0.0863642692565918,2.03125,2.53125,-0.00788840651512146,0.028597474098205566,0.5079771280288696,0.6654385924339294,0.200383260846138,0.5365746021270752,0.5781071782112122,0.17069952189922333,0.011296629905700684,5.522320747375488,0.6716073751449585,0.014632821083068848,5.360152721405029,0.6643149852752686,A_or_C_alignment(needs quality cross-check)
81,48,310,310,False,0.00040259736124426126,9.649504499975592e-05,-0.0003061023307964206,10.40625,12.4375,-2.031222343444824,-2.7418136596679688e-05,0.47510164976119995,0.7439077496528625,0.22950197756290436,0.47507423162460327,0.7442085146903992,0.22963683307170868,0.0098036527633667,4.628102779388428,0.6655287742614746,0.00977623462677002,4.628377914428711,0.6656026244163513,E_within_noise
81,49,26901,26901,False,0.0010167518630623817,0.0017939471872523427,0.000777195324189961,10.046875,8.96875,-8.105194137897342e-05,-1.71661376953125e-05,0.9995083212852478,0.0004539838701020926,0.00015076083946041763,0.9994911551475525,0.0007538175559602678,0.00018260054639540613,0.002260863780975342,6.130436897277832,0.6852834224700928,0.002236008644104004,6.130048751831055,0.6852633953094482,E_within_noise
81,50,29875,29875,False,2.622414285724517e-06,1.8268397980136797e-05,1.5645982784917578e-05,15.796875,15.0,-7.152553962441743e-07,5.960464477539062e-07,0.9999891519546509,1.049419279297581e-05,3.6115704915573588e-06,0.9999897480010986,9.645053069107234e-06,3.2121192816703115e-06,0.00031310319900512695,8.069843292236328,0.6917277574539185,0.0003139376640319824,8.069830894470215,0.6917238831520081,E_within_noise
81,51,29889,29892,True,0.9134910702705383,0.29510214924812317,-0.6183888912200928,1.203125,3.21875,-3.9172096252441406,-0.4414464235305786,0.8269601464271545,0.07707493007183075,0.018428945913910866,0.3855137228965759,0.9369515180587769,0.24509048461914062,0.46917724609375,0.827736496925354,0.24489162862300873,0.14375752210617065,2.126176595687866,0.4641819894313812,acceptance_decrease
81,52,1670,450,True,1.075905203819275,1.8289955854415894,0.7530903816223145,1.171875,0.578125,3.259274482727051,0.20374363660812378,0.09691143035888672,3.3881194591522217,0.5513866543769836,0.3006550669670105,1.7923706769943237,0.33519446849823,0.006250441074371338,9.301187515258789,0.6861506700515747,0.016455352306365967,7.30135440826416,0.6680334806442261,D_incidental_rank_flip
81,53,29915,29915,False,0.275744765996933,0.8510562777519226,0.575311541557312,3.0,0.859375,0.7422518730163574,0.04217261075973511,0.335579514503479,1.0588047504425049,0.2977779805660248,0.3777521252632141,1.1867172718048096,0.2818666696548462,0.011267542839050293,5.782601356506348,0.6745090484619141,0.018576502799987793,5.344038486480713,0.666656494140625,B_distribution_flattening
81,54,29879,29879,False,8.658777915115934e-06,0.0017866312991827726,0.0017779725603759289,14.6953125,8.671875,-0.00017820192442741245,-8.565187454223633e-05,0.9999485611915588,4.941543738823384e-05,1.686831637925934e-05,0.9998629093170166,0.0001404199720127508,2.634354677866213e-05,0.00012636184692382812,8.981782913208008,0.6925176978111267,0.00027358531951904297,8.979989051818848,0.6923828125,E_within_noise
81,55,577,577,False,0.00885001104325056,0.019295327365398407,0.010445316322147846,7.921875,7.03125,-0.0013795619597658515,0.0008025765419006348,0.9814039468765259,0.017070883885025978,0.00573896337300539,0.9822065234184265,0.016293440014123917,0.005428154021501541,0.0059354305267333984,5.283818244934082,0.676042377948761,0.006776988506317139,5.272055625915527,0.6734462976455688,E_within_noise
81,56,1568,1568,False,2.1155074136913754e-05,3.21942861774005e-05,1.1039212040486746e-05,13.828125,13.234375,-8.344636626134161e-07,7.748603820800781e-07,0.9507806301116943,0.05045264586806297,0.017365291714668274,0.9507814049720764,0.050444893538951874,0.017361722886562347,0.0012407898902893066,6.693320274353027,0.6883752346038818,0.0012415647506713867,6.6933088302612305,0.6883724331855774,E_within_noise
81,57,304,304,False,0.5391244292259216,0.4539684057235718,-0.08515602350234985,1.59375,2.125,0.06858819723129272,0.05335068702697754,0.9003638029098511,0.08598721027374268,0.022228874266147614,0.9537144899368286,0.06770676374435425,0.016930393874645233,0.020036697387695312,4.869951248168945,0.6540484428405762,0.022973954677581787,5.0108418464660645,0.6518873572349548,A_or_C_alignment(needs quality cross-check)
81,58,1074,1074,False,0.009934358298778534,0.017213787883520126,0.007279429584741592,7.3125,7.53125,1.1945133209228516,0.0007979273796081543,0.10317128896713257,2.2745513916015625,0.5206432342529297,0.10396921634674072,2.2696595191955566,0.5191246271133423,0.0013409852981567383,7.8478875160217285,0.690391480922699,0.0015920400619506836,7.841707229614258,0.6900020241737366,E_within_noise
81,59,322,322,False,9.126185432251077e-06,0.003065959783270955,0.0030568335205316544,14.421875,8.015625,-0.0003358751710038632,0.0003357529640197754,0.9937700033187866,0.006243417970836163,0.002161748241633177,0.9941057562828064,0.00495522515848279,0.001629711245186627,0.14672541618347168,1.9191882610321045,0.47384798526763916,0.14706122875213623,1.9168083667755127,0.47300201654434204,E_within_noise
81,60,437,7271,True,0.13157989084720612,0.6177850961685181,0.48620522022247314,3.515625,1.15625,-1.41362464427948,-0.709851861000061,0.9549319744110107,0.07522772252559662,0.020627835765480995,0.2450801134109497,3.5558109283447266,0.3786296546459198,0.00046575069427490234,8.703892707824707,0.6915832757949829,0.0019496679306030273,7.783909320831299,0.688977837562561,acceptance_decrease
81,61,727,727,False,0.1916380524635315,0.7434381246566772,0.5518000721931458,3.03125,0.21875,2.2609803676605225,0.40359193086624146,0.048323750495910645,5.844588279724121,0.5918998718261719,0.4519156813621521,2.7928707599639893,0.2397700548171997,0.02967393398284912,5.453500747680664,0.6574786901473999,0.03847062587738037,4.060592174530029,0.6203324794769287,B_distribution_flattening
81,62,29892,29892,False,0.016512466594576836,0.16507089138031006,0.14855842292308807,6.1875,4.515625,-0.025477511808276176,0.012301027774810791,0.9658680558204651,0.028628278523683548,0.00931911077350378,0.9781690835952759,0.028834396973252296,0.0056078629568219185,0.04263317584991455,3.1973395347595215,0.6055065393447876,0.05335414409637451,3.111631155014038,0.5940059423446655,B_distribution_flattening
81,63,541,541,False,0.605649471282959,0.5392556190490723,-0.06639385223388672,1.421875,2.03125,0.4344949722290039,-0.0613253116607666,0.22061818838119507,3.900761365890503,0.46754974126815796,0.15929287672042847,4.214023113250732,0.4817432761192322,0.013676583766937256,5.65359354019165,0.6685737371444702,0.016203105449676514,5.754437446594238,0.665184736251831,acceptance_decrease
82,0,29871,29871,False,3.435391408856958e-05,0.00012447785411495715,9.012394002638757e-05,12.96875,11.59375,-7.152514172048541e-06,7.152557373046875e-06,0.9999337196350098,5.893917114008218e-05,1.9833647456835024e-05,0.9999408721923828,4.371415707282722e-05,1.4225915037968662e-05,0.030698776245117188,3.4835774898529053,0.6240900754928589,0.030705928802490234,3.4835152626037598,0.624071478843689,E_within_noise
82,1,3323,3323,False,0.6178573966026306,0.13164427876472473,-0.4862131178379059,0.9375,3.890625,0.3092810809612274,0.1781591773033142,0.776069700717926,0.25740376114845276,0.04982820153236389,0.9542288780212402,0.025549424812197685,0.00760590098798275,0.0038834214210510254,6.312685012817383,0.6826227903366089,0.0050814151763916016,5.936244964599609,0.6811316013336182,A_or_C_alignment(needs quality cross-check)
82,2,622,622,False,4.1387211240362376e-05,0.000187693236512132,0.00014630603254772723,13.09375,11.78125,-1.1205579539819155e-05,1.1205673217773438e-05,0.9954065084457397,0.0045829941518604755,0.0015893182717263699,0.9954177141189575,0.004532595630735159,0.0015678990166634321,0.0001741647720336914,8.669880867004395,0.6923094987869263,0.00018543004989624023,8.669731140136719,0.6922832727432251,E_within_noise
82,3,29901,29901,False,0.0002649278030730784,8.987203182186931e-05,-0.00017505577125120908,11.125,12.3671875,1.466254616389051e-05,-1.4722347259521484e-05,0.9997636079788208,0.0001883886579889804,6.143393693491817e-05,0.9997488856315613,0.00022998623899184167,7.766165072098374e-05,0.10055744647979736,2.297137975692749,0.5249293446540833,0.10054272413253784,2.297191858291626,0.5249413251876831,E_within_noise
82,4,922,922,False,0.3712737262248993,0.681509792804718,0.3102360665798187,2.015625,0.390625,1.2335327863693237,0.01511836051940918,0.12121725082397461,5.080156326293945,0.5951803922653198,0.1363356113433838,3.6585566997528076,0.5326954126358032,0.0023410916328430176,7.725872993469238,0.6873716115951538,0.002323746681213379,6.910873889923096,0.6865335702896118,B_distribution_flattening
82,5,1416,1416,False,8.60197760630399e-05,0.0003525317588355392,0.0002665119827724993,11.921875,10.453125,-2.3245385818881914e-05,2.3305416107177734e-05,0.7454614043235779,0.2937202751636505,0.09751500189304352,0.7454847097396851,0.29361873865127563,0.09747380018234253,2.294778823852539e-05,10.928316116333008,0.6930359601974487,2.4080276489257812e-05,10.928078651428223,0.6930277347564697,E_within_noise
82,6,292,292,False,1.966152893828621e-07,2.089632971546962e-06,1.893017724796664e-06,19.8203125,16.453125,-1.1920928244535389e-07,5.960464477539063e-08,0.999907910823822,9.160810441244394e-05,3.2027310226112604e-05,0.9999079704284668,9.142721683019772e-05,3.194653254467994e-05,0.0005507469177246094,7.504361152648926,0.6908055543899536,0.0005508065223693848,7.504359722137451,0.6908049583435059,E_within_noise
