1273417	./kernels/w4a4_cutlass_sm89/build/CMakeFiles/3.22.1/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cpp1.ii
1272972	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/acceptance_main.csv
1272972	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/acceptance_main.csv
1231481	./eagle_ptq_vs_qat_al_latest.tar.gz
1231481	./eagle_ptq_vs_qat_al_20260723_143129.tar.gz
1224802	./eagle_lras_interpretation_bundle_20260717_161942.tar.gz
1166706	./kernels/w4a4_cutlass_sm89/build/CMakeFiles/3.22.1/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cpp4.ii
1151432	./kernels/w4a4_cutlass_sm89/build/w4a4_benchmark
1088720	./kernels/w4a4_cutlass_sm89/build/CMakeFiles/3.22.1/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cudafe1.cpp
1041309	./eagle_p2_p3_scale_migration_audit_20260722_142853.tar.gz
1003240	./kernels/w4a4_cutlass_sm89/build/CMakeFiles/3.22.1/CompilerIdCUDA/a.out
1002848	./kernels/w4a4_cutlass_sm89/build/CMakeFiles/3.22.1/CMakeDetermineCompilerABI_CUDA.bin
979987	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/CMakeFiles/3.22.1/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cudafe1.cpp
944978	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cute/arch/mma_sm90_gmma.hpp
923932	./eagle_target_logit_draft_rotation_w4a4kv4_20260717_170003.tar.gz
792557	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_realint4_20260704_1857/shards/realint4__main_quarot_w4a4.csv
792557	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_realint4_20260704_1857/shards/realint4__main_quarot_w4a4.csv
759222	./rotation_vicuna_realint4_review_bundle_20260706_141515/file_manifest.txt
693307	./eagle_learned_rotation_al_sensitivity_20260716_192113.tar.gz
427132	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/quarot/functional/hadamard.py
427132	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/fake_quant/hadamard_utils.py
426594	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/depth_sweep.csv
426594	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/depth_sweep.csv
426594	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/depth_sweep.csv
418455	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/depth_sweep.csv
418455	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/depth_sweep.csv
388081	./eagle1_official_fromscratch_ptq_vs_qat_latest.tar.gz
388081	./eagle1_official_fromscratch_ptq_vs_qat_20260724_213243.tar.gz
386809	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_realint4_20260704_1857/shards/realint4__main_tinygemm_w4a16.csv
386809	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_realint4_20260704_1857/shards/realint4__main_tinygemm_w4a16.csv
369256	./kernels/w4a4_cutlass_sm89/build/libw4a4_sm89.a
364115	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/matrix.h
330114	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/shards/depth_sweep__depth_rot.csv
330114	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/shards/depth_sweep__depth_rot.csv
330114	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/shards/depth_sweep__depth_rot.csv
326977	./artifacts/spinquant_ppl_reproduction_fix/environment/git_diff.patch
324296	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/shards/depth_sweep__depth_rot.csv
324296	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/shards/depth_sweep__depth_rot.csv
320992	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/nvbench/cmake/patches/nlohmann_json.hpp
311977	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a4kv4.csv
311977	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a4kv4.csv
311977	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a4kv4.csv
309889	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a4.csv
309889	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a4.csv
309889	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a4.csv
307343	./artifacts/b2_split_study/common_prefix_positions.csv
302692	./results/results.jsonl
291420	./tail_unfused_overhead_review_bundle_20260707_215625/runs/tail_unfused_20260707_2051/shards/tail__llama_rotated_n80.csv
290224	./tail_unfused_overhead_review_bundle_20260707_215625/runs/tail_unfused_20260707_2051/tail_eagle_interface.csv
282633	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotation_aware_eagle_20260706_1741/acceptance_main.csv
250164	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/shards/acceptance_main__main_rotonly.csv
250164	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/shards/acceptance_main__main_rotonly.csv
250164	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/shards/acceptance_main__main_rotonly.csv
249918	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a16.csv
249918	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a16.csv
249918	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/shards/acceptance_main__main_w4a16.csv
249537	./rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/python/cutlass_library/generator.py
249419	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_w4a4kv4.csv
249419	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_w4a4kv4.csv
248777	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_w4a16.csv
248777	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_w4a16.csv
247428	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_w4a4.csv
247428	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_w4a4.csv
245998	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_rotonly.csv
245998	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_vicuna_20260704_1824/shards/acceptance_main__main_rotonly.csv
231889	./artifacts/b2_split_study/figures/fig2_paired_deltas_ci.png
228823	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_realint4_20260704_1857/shards/realint4__ordercheck_quarot_B2first.csv
228823	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_realint4_20260704_1857/shards/realint4__ordercheck_quarot_B2first.csv
212400	./kernels/w4a4_cutlass_sm89/build/CMakeFiles/w4a4_sm89.dir/w4a4_fused.cu.o
