config,group,prompt_id,mean_acceptance,acceptance_list,exact_match
target_lm_head__w16a8,thead,84,3.4211,"[4, 2, 3, 4, 3, 6, 4, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_lm_head__w16a8,thead,85,2.6667,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 3, 3, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 2, 2]",True
target_lm_head__w16a8,thead,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",True
target_lm_head__w16a8,thead,87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 2, 2, 2, 3]",True
target_lm_head__w16a8,thead,88,3.0476,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 3, 4, 3, 1, 2, 3, 5, 3]",True
target_lm_head__w16a8,thead,89,4.3333,"[1, 5, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True
target_lm_head__w16a8,thead,90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True
target_lm_head__w16a8,thead,91,3.1429,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3]",True
target_lm_head__w16a8,thead,92,2.6,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 1, 3, 2]",True
target_lm_head__w16a8,thead,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 2, 5]",True
target_lm_head__w16a8,thead,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_lm_head__w16a8,thead,95,3.2,"[4, 4, 5, 4, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6]",True
target_lm_head__w16a8,thead,96,3.8824,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3]",True
target_lm_head__w16a8,thead,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_lm_head__w16a8,thead,98,2.8696,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4]",True
target_lm_head__w16a8,thead,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_lm_head__w16a8,thead,100,2.6667,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",True
target_lm_head__w8a8,thead,81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 3, 2, 4, 4, 1, 3, 4, 2, 2, 3]",True
target_lm_head__w8a8,thead,82,4.125,"[4, 4, 3, 4, 4, 4, 6, 6, 6, 2, 5, 6, 4, 2, 3, 3]",True
target_lm_head__w8a8,thead,83,4.4,"[6, 4, 4, 6, 6, 3, 4, 3, 4, 6, 4, 4, 2, 6, 4]",True
target_lm_head__w8a8,thead,84,3.4211,"[4, 2, 3, 4, 3, 6, 4, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_lm_head__w8a8,thead,85,2.6667,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 3, 3, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 2, 2]",True
target_lm_head__w8a8,thead,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",True
target_lm_head__w8a8,thead,87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 2, 2, 2, 3]",True
target_lm_head__w8a8,thead,88,3.0476,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 3, 4, 3, 1, 2, 3, 5, 3]",True
target_lm_head__w8a8,thead,89,4.3333,"[3, 3, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True
target_lm_head__w8a8,thead,90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True
target_lm_head__w8a8,thead,91,3.1429,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3]",True
target_lm_head__w8a8,thead,92,2.6,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 1, 3, 2]",True
target_lm_head__w8a8,thead,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 2, 5]",True
target_lm_head__w8a8,thead,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_lm_head__w8a8,thead,95,3.2,"[4, 4, 5, 4, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6]",True
target_lm_head__w8a8,thead,96,3.8824,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3]",False
target_lm_head__w8a8,thead,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_lm_head__w8a8,thead,98,2.8696,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4]",True
target_lm_head__w8a8,thead,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_lm_head__w8a8,thead,100,2.6667,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",False
target_lm_head__w4a16,thead,81,3.4211,"[3, 4, 5, 2, 6, 3, 1, 2, 4, 4, 5, 3, 6, 2, 3, 3, 4, 1, 4]",True
target_lm_head__w4a16,thead,82,4.4,"[4, 4, 3, 4, 6, 4, 6, 6, 6, 5, 6, 4, 2, 3, 3]",True
target_lm_head__w4a16,thead,83,4.4,"[6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 4, 2, 6, 4, 3]",True
target_lm_head__w4a16,thead,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 4, 2, 1, 4]",True
target_lm_head__w4a16,thead,85,2.68,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 1, 5, 3, 4, 2, 3, 3, 1, 3, 2, 1, 2, 3, 2, 2, 4]",True
target_lm_head__w4a16,thead,86,2.8261,"[3, 4, 5, 6, 4, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 2, 4, 3, 1, 2]",True
target_lm_head__w4a16,thead,87,4.3333,"[3, 4, 5, 3, 3, 5, 4, 6, 6, 4, 6, 4, 6, 4, 2]",True
target_lm_head__w4a16,thead,88,2.8261,"[1, 3, 3, 2, 2, 4, 1, 4, 2, 3, 4, 5, 1, 3, 3, 2, 3, 4, 3, 3, 4, 1, 4]",True
target_lm_head__w4a16,thead,89,4.2667,"[3, 3, 6, 6, 2, 4, 4, 5, 2, 4, 6, 2, 6, 5, 6]",True
target_lm_head__w4a16,thead,90,3.5556,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 5, 4]",True
target_lm_head__w4a16,thead,91,2.9091,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 4, 2, 6, 2, 4, 1, 2, 4, 2, 2, 2, 2, 1]",True
target_lm_head__w4a16,thead,92,2.56,"[3, 3, 3, 3, 3, 2, 3, 3, 4, 4, 1, 1, 3, 3, 3, 1, 3, 2, 3, 5, 1, 2, 2, 1, 2]",True
target_lm_head__w4a16,thead,93,4.4,"[6, 6, 1, 3, 2, 4, 3, 6, 6, 4, 6, 4, 5, 6, 4]",True
target_lm_head__w4a16,thead,94,4.0,"[6, 5, 1, 4, 5, 6, 5, 4, 1, 4, 3, 4, 3, 4, 5, 2, 6]",True
target_lm_head__w4a16,thead,95,3.2,"[6, 6, 3, 5, 2, 1, 4, 1, 4, 4, 1, 4, 2, 1, 4, 4, 2, 6, 1, 3]",True
target_lm_head__w4a16,thead,96,3.8824,"[2, 6, 4, 3, 1, 4, 6, 4, 3, 4, 2, 6, 4, 6, 3, 4, 4]",True
target_lm_head__w4a16,thead,97,4.0,"[4, 6, 2, 6, 4, 2, 2, 3, 2, 6, 3, 6, 4, 4, 4, 6]",True
target_lm_head__w4a16,thead,98,2.4074,"[3, 2, 1, 3, 3, 3, 4, 1, 3, 1, 4, 3, 3, 3, 2, 1, 1, 2, 2, 3, 1, 2, 3, 2, 3, 3, 3]",True
target_lm_head__w4a16,thead,99,3.3684,"[1, 2, 4, 4, 1, 2, 6, 6, 4, 5, 4, 6, 6, 3, 3, 2, 2, 2, 1]",True
target_lm_head__w4a16,thead,100,2.2414,"[2, 2, 1, 2, 1, 3, 4, 1, 2, 4, 5, 4, 2, 2, 2, 2, 3, 1, 2, 2, 1, 2, 1, 3, 1, 1, 4, 1, 4]",True
target_lm_head__w16a4,thead,81,3.8235,"[3, 6, 1, 4, 6, 5, 5, 3, 4, 2, 4, 4, 4, 4, 4, 2, 4]",False
target_lm_head__w16a4,thead,82,3.8824,"[4, 3, 2, 2, 4, 6, 2, 6, 6, 6, 2, 5, 6, 4, 2, 3, 3]",True
target_lm_head__w16a4,thead,83,4.5714,"[6, 4, 4, 6, 6, 6, 4, 2, 3, 4, 5, 5, 3, 6]",False
target_lm_head__w16a4,thead,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_lm_head__w16a4,thead,85,2.3929,"[1, 3, 1, 1, 2, 3, 3, 2, 4, 5, 3, 1, 4, 2, 4, 3, 2, 2, 1, 3, 1, 3, 2, 3, 1, 2, 1, 4]",False
target_lm_head__w16a4,thead,86,2.8261,"[3, 4, 4, 6, 4, 2, 5, 3, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 3, 4, 2, 1, 2]",True
target_lm_head__w16a4,thead,87,3.25,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 4, 2, 3, 2, 4, 1, 1, 2, 1, 2, 4]",False
target_lm_head__w16a4,thead,88,2.8261,"[4, 6, 6, 2, 3, 1, 4, 1, 2, 4, 2, 4, 2, 1, 4, 1, 3, 3, 1, 1, 3, 4, 3]",True
target_lm_head__w16a4,thead,89,4.1875,"[3, 3, 4, 5, 3, 2, 6, 3, 5, 5, 4, 3, 6, 5, 5, 5]",True
target_lm_head__w16a4,thead,90,3.9412,"[4, 6, 6, 4, 3, 4, 3, 4, 4, 4, 3, 4, 3, 5, 2, 4, 4]",True
target_lm_head__w16a4,thead,91,3.1905,"[1, 4, 3, 4, 3, 1, 2, 1, 4, 4, 6, 5, 4, 5, 2, 4, 3, 3, 2, 2, 4]",True
target_lm_head__w16a4,thead,92,2.8696,"[3, 3, 3, 3, 4, 4, 4, 4, 5, 2, 1, 1, 3, 4, 1, 3, 2, 1, 2, 2, 4, 3, 4]",True
target_lm_head__w16a4,thead,93,3.8824,"[4, 4, 4, 3, 3, 4, 4, 6, 2, 4, 4, 4, 5, 4, 4, 2, 5]",True
target_lm_head__w16a4,thead,94,3.5263,"[6, 5, 3, 4, 3, 6, 4, 4, 2, 4, 3, 3, 3, 1, 2, 4, 2, 4, 4]",True
target_lm_head__w16a4,thead,95,3.25,"[3, 6, 3, 4, 3, 5, 1, 3, 3, 1, 3, 2, 4, 4, 4, 3, 5, 5, 1, 2]",False
target_lm_head__w16a4,thead,96,3.7647,"[2, 5, 6, 5, 3, 3, 6, 3, 6, 4, 4, 5, 3, 4, 2, 2, 1]",False
target_lm_head__w16a4,thead,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_lm_head__w16a4,thead,98,3.0,"[3, 2, 1, 3, 2, 3, 2, 5, 3, 2, 4, 4, 2, 2, 4, 5, 2, 4, 2, 2, 5, 4]",False
target_lm_head__w16a4,thead,99,3.7647,"[3, 3, 4, 4, 2, 1, 2, 6, 6, 4, 5, 4, 6, 5, 5, 2, 2]",True
target_lm_head__w16a4,thead,100,3.0476,"[3, 4, 4, 3, 2, 2, 1, 2, 4, 3, 2, 3, 2, 5, 2, 5, 3, 3, 3, 2, 6]",False
target_lm_head__w4a4,thead,81,3.5556,"[3, 6, 1, 4, 6, 3, 3, 1, 6, 3, 5, 2, 4, 2, 3, 4, 4, 4]",True
target_lm_head__w4a4,thead,82,3.8824,"[4, 3, 2, 2, 4, 6, 2, 6, 6, 6, 2, 5, 6, 4, 2, 3, 3]",True
target_lm_head__w4a4,thead,83,4.1875,"[6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 2, 4, 2, 4, 4, 4]",True
target_lm_head__w4a4,thead,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_lm_head__w4a4,thead,85,2.1667,"[1, 3, 1, 1, 2, 6, 2, 4, 4, 2, 1, 3, 1, 2, 1, 1, 3, 4, 3, 4, 2, 1, 3, 1, 1, 1, 2, 1, 2, 2]",False
target_lm_head__w4a4,thead,86,3.0952,"[4, 4, 5, 6, 3, 4, 3, 2, 1, 2, 3, 3, 3, 5, 3, 2, 1, 5, 2, 1, 3]",False
target_lm_head__w4a4,thead,87,4.5714,"[3, 4, 5, 3, 3, 5, 4, 6, 6, 6, 6, 3, 6, 4]",True
target_lm_head__w4a4,thead,88,2.9091,"[1, 3, 3, 2, 2, 4, 1, 4, 2, 3, 4, 5, 4, 3, 2, 3, 4, 3, 3, 1, 5, 2]",True
target_lm_head__w4a4,thead,89,4.1875,"[3, 4, 6, 4, 3, 6, 3, 5, 4, 4, 3, 1, 6, 5, 5, 5]",True
target_lm_head__w4a4,thead,90,3.3684,"[3, 6, 5, 4, 3, 3, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 1, 4]",True
target_lm_head__w4a4,thead,91,3.2,"[1, 4, 3, 4, 3, 1, 2, 1, 4, 4, 6, 5, 2, 2, 5, 2, 4, 3, 4, 4]",True
target_lm_head__w4a4,thead,92,2.7826,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 1, 1, 1, 4, 4, 3, 2, 4, 3, 4, 3, 1, 2]",True
target_lm_head__w4a4,thead,93,3.7222,"[4, 4, 4, 1, 3, 2, 3, 3, 1, 6, 6, 4, 4, 5, 3, 5, 5, 4]",True
target_lm_head__w4a4,thead,94,3.5263,"[6, 5, 3, 4, 3, 6, 4, 4, 2, 4, 3, 3, 3, 1, 2, 4, 2, 4, 4]",True
target_lm_head__w4a4,thead,95,2.75,"[4, 4, 4, 3, 5, 3, 5, 5, 1, 1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 1, 2, 1, 2, 5]",False
target_lm_head__w4a4,thead,96,3.7647,"[2, 5, 6, 5, 3, 3, 6, 3, 6, 4, 4, 5, 3, 4, 2, 2, 1]",False
target_lm_head__w4a4,thead,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_lm_head__w4a4,thead,98,2.5385,"[3, 2, 1, 3, 3, 3, 4, 1, 3, 1, 4, 3, 3, 3, 2, 1, 1, 2, 1, 2, 3, 3, 2, 3, 3, 6]",True
target_lm_head__w4a4,thead,99,3.6111,"[1, 2, 3, 5, 1, 1, 6, 6, 3, 2, 5, 3, 4, 6, 3, 5, 6, 3]",True
target_lm_head__w4a4,thead,100,2.56,"[3, 1, 4, 2, 2, 4, 2, 3, 4, 4, 1, 1, 1, 4, 3, 3, 1, 2, 3, 1, 2, 5, 2, 5, 1]",True
