name,view,policy,scale_max_over_median,w4_cosine,w4_nmse,w4_sat_ratio,w4_zero_code_ratio
l3.q_proj,vsq_deployed,w4_rtn,2.8786251544952393,0.9877955913543701,0.024863580241799355,0.0006333589553833008,0.21441519260406494
l3.k_proj.noise,vsq_deployed,w4_mse,,0.9939228296279907,0.01213919185101986,0.012006282806396484,0.14307093620300293
l3.k_proj.noise,vsq_deployed,w4_rtn,1.7584645748138428,0.9876946210861206,0.025077471509575844,0.0006227493286132812,0.21508359909057617
l3.k_proj.ctx,vsq_deployed,w4_mse,,0.9935914278030396,0.012800682336091995,0.011123418807983398,0.14965486526489258
l3.k_proj.ctx,vsq_deployed,w4_rtn,1.7185779809951782,0.9868485927581787,0.026831308379769325,0.0005776882171630859,0.2269296646118164
l3.v_proj.noise,vsq_deployed,w4_mse,,0.9939447045326233,0.012094906531274319,0.011961936950683594,0.1430037021636963
l3.v_proj.noise,vsq_deployed,w4_rtn,1.476288914680481,0.9878252744674683,0.024799756705760956,0.0006124973297119141,0.21411371231079102
l3.v_proj.ctx,vsq_deployed,w4_mse,,0.9928680658340454,0.014245202764868736,0.010234594345092773,0.16715764999389648
l3.v_proj.ctx,vsq_deployed,w4_rtn,1.6317776441574097,0.985094428062439,0.03048582747578621,0.0005738735198974609,0.2546515464782715
l3.o_proj,vsq_deployed,w4_mse,,0.9936953783035278,0.012593165040016174,0.011306941509246826,0.1465296745300293
l3.o_proj,vsq_deployed,w4_rtn,1.7615509033203125,0.9870973825454712,0.026319554075598717,0.0005963444709777832,0.2221214771270752
l3.gate_proj,vsq_deployed,w4_mse,,0.9939358234405518,0.01211294811218977,0.011942585930228233,0.14298784732818604
l3.gate_proj,vsq_deployed,w4_rtn,1.619027018547058,0.9878349304199219,0.024782391265034676,0.0006298621883615851,0.21418803930282593
l3.up_proj,vsq_deployed,w4_mse,,0.9939383268356323,0.01210783701390028,0.011990050785243511,0.14298902451992035
l3.up_proj,vsq_deployed,w4_rtn,1.6349964141845703,0.9878657460212708,0.02471611648797989,0.0006361405248753726,0.21403776109218597
l3.down_proj,vsq_deployed,w4_mse,,0.9939199686050415,0.012144957669079304,0.01179572008550167,0.14290553331375122
l3.down_proj,vsq_deployed,w4_rtn,1.5128295421600342,0.9861412048339844,0.028304772451519966,0.0002403855323791504,0.22861364483833313
l4.q_proj,vsq_deployed,w4_mse,,0.9939323663711548,0.012119637802243233,0.011959433555603027,0.14302891492843628
l4.q_proj,vsq_deployed,w4_rtn,3.161318063735962,0.9878154993057251,0.02482215315103531,0.0006194710731506348,0.21435952186584473
l4.k_proj.noise,vsq_deployed,w4_mse,,0.9939493536949158,0.012085708789527416,0.012011528015136719,0.14270257949829102
l4.k_proj.noise,vsq_deployed,w4_rtn,1.6131219863891602,0.987896203994751,0.02465800754725933,0.0006392002105712891,0.21342253684997559
l4.k_proj.ctx,vsq_deployed,w4_mse,,0.9935051202774048,0.012973150238394737,0.010955810546875,0.15052413940429688
l4.k_proj.ctx,vsq_deployed,w4_rtn,1.7613922357559204,0.9865683317184448,0.027410006150603294,0.0005939006805419922,0.22930407524108887
l4.v_proj.noise,vsq_deployed,w4_mse,,0.9939352869987488,0.012113945558667183,0.011955976486206055,0.1432175636291504
l4.v_proj.noise,vsq_deployed,w4_rtn,1.581764578819275,0.9878098964691162,0.024832043796777725,0.0006046295166015625,0.21461248397827148
l4.v_proj.ctx,vsq_deployed,w4_mse,,0.9929380416870117,0.014105104841291904,0.010257244110107422,0.16634750366210938
l4.v_proj.ctx,vsq_deployed,w4_rtn,1.4460608959197998,0.985210657119751,0.030245719477534294,0.0005650520324707031,0.2536196708679199
l4.o_proj,vsq_deployed,w4_mse,,0.993427038192749,0.013130376115441322,0.010383188724517822,0.14959847927093506
l4.o_proj,vsq_deployed,w4_rtn,1.7349497079849243,0.9857802391052246,0.029058706015348434,0.0005307793617248535,0.23317748308181763
l4.gate_proj,vsq_deployed,w4_mse,,0.9939473271369934,0.0120899248868227,0.012030343525111675,0.1428271383047104
l4.gate_proj,vsq_deployed,w4_rtn,1.52521550655365,0.9878408908843994,0.0247703455388546,0.0006249746074900031,0.21421931684017181
l4.up_proj,vsq_deployed,w4_mse,,0.9939393401145935,0.012105773203074932,0.011976540088653564,0.14295199513435364
l4.up_proj,vsq_deployed,w4_rtn,1.5441081523895264,0.9878593683242798,0.024732079356908798,0.0006256302585825324,0.2140217274427414
l4.down_proj,vsq_deployed,w4_mse,,0.993916392326355,0.012151986360549927,0.01177072525024414,0.1428898274898529
l4.down_proj,vsq_deployed,w4_rtn,1.4514609575271606,0.9861610531806946,0.028265051543712616,0.00024259090423583984,0.22843900322914124
