absmax_max,absmax_mean,name,p99_max,p99_mean,rms_max,rms_mean
0.3359375,0.20183753967285156,l0_v_proj_ctxview_RCoff,0.18369141221046448,0.13389228284358978,0.06840279698371887,0.051506560295820236
0.38055282831192017,0.19593489170074463,l0_v_proj_ctxview_RC1,0.17938348650932312,0.13240300118923187,0.06840280443429947,0.051506564021110535
0.32098865509033203,0.19563549757003784,l0_v_proj_ctxview_RCL,0.17786765098571777,0.13251416385173798,0.06840279698371887,0.051506560295820236
1.109375,0.34342193603515625,l1_k_proj_ctxview_RCoff,0.4122070372104645,0.20751643180847168,0.14222221076488495,0.07898514717817307
0.5239706039428711,0.299540638923645,l1_k_proj_ctxview_RC1,0.36266136169433594,0.20309346914291382,0.14222221076488495,0.07898514717817307
0.5762874484062195,0.3032170236110687,l1_k_proj_ctxview_RCL,0.35530123114585876,0.2029428482055664,0.14222219586372375,0.07898514717817307
0.37109375,0.2607765197753906,l1_v_proj_ctxview_RCoff,0.21586914360523224,0.17429503798484802,0.08074245601892471,0.06724216043949127
0.3972620368003845,0.255581259727478,l1_v_proj_ctxview_RC1,0.20985659956932068,0.17301535606384277,0.08074245601892471,0.06724216789007187
0.3811109662055969,0.25618085265159607,l1_v_proj_ctxview_RCL,0.2139502316713333,0.17290568351745605,0.08074245601892471,0.06724216789007187
0.6640625,0.3238544464111328,l2_k_proj_ctxview_RCoff,0.3262695372104645,0.21332821249961853,0.12432017922401428,0.08220861107110977
0.4896887242794037,0.31358253955841064,l2_k_proj_ctxview_RC1,0.3186294734477997,0.2115594446659088,0.12432018667459488,0.08220861852169037
0.525867223739624,0.3127601742744446,l2_k_proj_ctxview_RCL,0.32163578271865845,0.21123740077018738,0.12432017177343369,0.08220861107110977
0.478515625,0.32706642150878906,l2_v_proj_ctxview_RCoff,0.2696289122104645,0.21872363984584808,0.09965909272432327,0.08396963030099869
0.4556880593299866,0.3189314901828766,l2_v_proj_ctxview_RC1,0.2572844624519348,0.21603144705295563,0.09965909272432327,0.08396964520215988
0.442594438791275,0.3196931481361389,l2_v_proj_ctxview_RCL,0.26488131284713745,0.21589288115501404,0.09965909272432327,0.08396963030099869
0.6171875,0.3265261650085449,l3_k_proj_ctxview_RCoff,0.349609375,0.21578244864940643,0.13667166233062744,0.08343566209077835
0.5127670764923096,0.3170245587825775,l3_k_proj_ctxview_RC1,0.35349491238594055,0.2144237905740738,0.13667167723178864,0.08343566954135895
0.5863888263702393,0.3181540071964264,l3_k_proj_ctxview_RCL,0.3509752154350281,0.21452566981315613,0.13667167723178864,0.08343565464019775
0.63671875,0.4173011779785156,l3_v_proj_ctxview_RCoff,0.361328125,0.27537089586257935,0.12972114980220795,0.10508506000041962
0.648695707321167,0.40015143156051636,l3_v_proj_ctxview_RC1,0.34210148453712463,0.2701297104358673,0.12972114980220795,0.10508506745100021
0.6412452459335327,0.39963799715042114,l3_v_proj_ctxview_RCL,0.34402626752853394,0.2704590857028961,0.12972114980220795,0.10508506745100021
0.58203125,0.3261861801147461,l4_k_proj_ctxview_RCoff,0.3086914122104645,0.2146255522966385,0.11903376877307892,0.08297337591648102
0.5441603660583496,0.31504204869270325,l4_k_proj_ctxview_RC1,0.31486818194389343,0.21321135759353638,0.11903377622365952,0.08297338336706161
0.5132594704627991,0.31750762462615967,l4_k_proj_ctxview_RCL,0.3132055103778839,0.2135380357503891,0.11903377622365952,0.08297337591648102
0.6875,0.43584442138671875,l4_v_proj_ctxview_RCoff,0.3515625,0.28827518224716187,0.12916354835033417,0.11013207584619522
0.6201217174530029,0.4190143048763275,l4_v_proj_ctxview_RC1,0.3394622802734375,0.28318071365356445,0.12916353344917297,0.11013207584619522
0.5712233185768127,0.41941094398498535,l4_v_proj_ctxview_RCL,0.33741265535354614,0.2832518219947815,0.12916353344917297,0.11013206839561462
