absmax,kurtosis,max_over_rms,mean_abs,name,p999_abs,p99_abs,quantizer,rms,shape,std,w4_cosine,w4_nmse,w4_sat_ratio,w4_zero_code_ratio
0.62890625,3.094315767288208,8.366348731603232,0.05975498631596565,l1_gate_proj,0.25390625,0.1962890625,mseclip,0.07517093420028687,12288x4096,0.07517091929912567,1.0047686100006104,0.012205406092107296,0.0035216808319091797,0.1436716765165329
0.59375,3.1640093326568604,7.388492343545277,0.06367629021406174,l1_up_proj,0.27734375,0.2119140625,mseclip,0.08036145567893982,12288x4096,0.08036145567893982,1.0017530918121338,0.012380072847008705,0.003488044021651149,0.14591370522975922
2.078125,3.4996209144592285,25.60548989885637,0.06435450166463852,l1_down_proj,0.28125,0.2119140625,mseclip,0.08115935325622559,4096x12288,0.08115935325622559,1.0042197704315186,0.012883804738521576,0.003266851184889674,0.14780883491039276
0.91796875,3.529446840286255,10.548875493184841,0.06844833493232727,l2_q_proj,0.328125,0.2333984375,mseclip,0.08702053129673004,4096x4096,0.08702051639556885,0.9939932227134705,0.01226807665079832,0.0035260915756225586,0.1449485421180725
0.6640625,3.395724058151245,7.968244659166494,0.06541653722524643,l2_k_proj,0.302734375,0.2255859375,mseclip,0.08333861827850342,1024x4096,0.08333861082792282,0.9935134053230286,0.012800712138414383,0.00341796875,0.14739203453063965
0.478515625,3.1476786136627197,5.684868552426784,0.06669937074184418,l2_v_proj,0.2890625,0.2216796875,mseclip,0.08417356014251709,1024x4096,0.08417355269193649,0.9936357140541077,0.012596766464412212,0.003465890884399414,0.14793682098388672
1.625,3.4307644367218018,19.209272429582644,0.06713788211345673,l2_o_proj,0.291015625,0.220703125,mseclip,0.08459456264972687,4096x4096,0.08459456264972687,0.9936774969100952,0.012682657688856125,0.00339430570602417,0.14673930406570435
0.73828125,3.0741093158721924,9.435793793047825,0.0622437559068203,l2_gate_proj,0.263671875,0.2041015625,mseclip,0.07824262231588364,12288x4096,0.07824259251356125,1.001908779144287,0.012173441238701344,0.0035582780838012695,0.1434401422739029
0.94140625,3.1475343704223633,11.256752243293949,0.0663326308131218,l2_up_proj,0.287109375,0.2197265625,mseclip,0.08363036066293716,12288x4096,0.08363036811351776,1.0023093223571777,0.012317309156060219,0.0035172898788005114,0.14511193335056305
2.359375,3.2579026222229004,28.30551692637454,0.06616949290037155,l2_down_proj,0.28515625,0.2177734375,mseclip,0.08335389196872711,4096x12288,0.08335389941930771,1.0060666799545288,0.013007700443267822,0.0032231409568339586,0.1487102061510086
0.97265625,3.5876646041870117,10.967219159290583,0.06963308900594711,l3_q_proj,0.341796875,0.2392578125,mseclip,0.08868759125471115,4096x4096,0.08868759125471115,0.9946472644805908,0.01220056414604187,0.0035423636436462402,0.1441953182220459
0.6171875,3.4294164180755615,7.272489627127941,0.06646308302879333,l3_k_proj,0.310546875,0.2314453125,mseclip,0.08486605435609818,1024x4096,0.08486605435609818,0.9936061501502991,0.012562215328216553,0.0033528804779052734,0.14582276344299316
0.63671875,3.261235475540161,6.030946349461033,0.08327566087245941,l3_v_proj,0.373046875,0.28125,mseclip,0.10557526350021362,1024x4096,0.10557524859905243,0.9933807849884033,0.012899726629257202,0.0033216476440429688,0.1509392261505127
1.515625,3.533501148223877,15.629426975608647,0.07683699578046799,l3_o_proj,0.3359375,0.25390625,mseclip,0.0969725251197815,4096x4096,0.09697253257036209,0.9937151670455933,0.012879433110356331,0.003297567367553711,0.14856165647506714
0.6953125,3.039384365081787,8.831571859765374,0.06271768361330032,l3_gate_proj,0.26171875,0.2041015625,mseclip,0.07873032242059708,12288x4096,0.07873028516769409,1.0012521743774414,0.012192108668386936,0.0035642783623188734,0.1435856819152832
0.9765625,3.078273296356201,11.647479616999533,0.0666823610663414,l3_up_proj,0.28125,0.2177734375,mseclip,0.08384324610233307,12288x4096,0.08384324610233307,1.0034714937210083,0.012333603575825691,0.0035114288330078125,0.1448557823896408
1.328125,3.1192924976348877,15.759054976103881,0.06706639379262924,l3_down_proj,0.283203125,0.21875,mseclip,0.08427694439888,4096x12288,0.08427693694829941,1.0059376955032349,0.012694895267486572,0.003360152244567871,0.14631988108158112
1.0234375,3.6963226795196533,11.496290037337731,0.06992492824792862,l4_q_proj,0.349609375,0.2392578125,mseclip,0.08902328461408615,4096x4096,0.08902329206466675,0.9947211146354675,0.01223447173833847,0.0035325288772583008,0.14411717653274536
0.58203125,3.3793230056762695,6.91063212729682,0.0660974383354187,l4_k_proj,0.3046875,0.2275390625,mseclip,0.08422257751226425,1024x4096,0.08422254025936127,0.9936512112617493,0.012567047961056232,0.0033812522888183594,0.14585614204406738
0.6875,3.196610689163208,6.223517956334801,0.08733213692903519,l4_v_proj,0.3828125,0.29296875,mseclip,0.1104680672287941,1024x4096,0.11046802997589111,0.993528425693512,0.012834697961807251,0.0033922195434570312,0.15012574195861816
0.8671875,3.2035512924194336,8.551567282463804,0.08033402264118195,l4_o_proj,0.35546875,0.267578125,mseclip,0.10140684992074966,4096x4096,0.10140684992074966,0.9923331141471863,0.013419821858406067,0.003110051155090332,0.15207314491271973
0.765625,3.043844223022461,9.910265808256481,0.061519961804151535,l4_gate_proj,0.2578125,0.2001953125,mseclip,0.0772557482123375,12288x4096,0.0772557407617569,1.001326084136963,0.012248825281858444,0.0035250186920166016,0.1441594511270523
0.78125,3.069905996322632,9.651562873786865,0.06438476592302322,l4_up_proj,0.271484375,0.2109375,mseclip,0.0809454396367073,12288x4096,0.0809454396367073,1.0024502277374268,0.012332363054156303,0.003511488437652588,0.14504896104335785
3.515625,4.768528461456299,43.72893758500495,0.06347893923521042,l4_down_proj,0.283203125,0.2099609375,mseclip,0.08039584755897522,4096x12288,0.08039584010839462,1.002197504043579,0.013169660232961178,0.003299236297607422,0.14788955450057983
1.2109375,3.549928665161133,13.502155469622549,0.07048143446445465,l0_k_proj_ctxview_RCoff,0.33203125,0.240234375,rtn,0.08968475461006165,1024x4096,0.08968470990657806,0.9858091473579407,0.02894853614270687,0.0006134510040283203,0.2304835319519043
0.7298872470855713,3.28836989402771,8.138364091238182,0.07076626271009445,l0_k_proj_ctxview_RC1,0.31938929843903274,0.23915706396102904,rtn,0.08968476206064224,1024x4096,0.08968476206064224,0.9879924654960632,0.024650853127241135,0.0006353855133056641,0.21381211280822754
0.8723410964012146,3.301469087600708,9.726748182833587,0.07075510919094086,l0_k_proj_ctxview_RCL,0.3196088863313239,0.23904902607202524,rtn,0.08968476206064224,1024x4096,0.08968468755483627,0.9877071380615234,0.025167398154735565,0.0006167888641357422,0.21538567543029785
0.3359375,3.4156312942504883,6.437911755078526,0.040945861488580704,l0_v_proj_ctxview_RCoff,0.19140625,0.1416015625,rtn,0.05218112841248512,1024x4096,0.052181124687194824,0.9870947003364563,0.02634904347360134,0.000576019287109375,0.2230973243713379
0.38055282831192017,3.3273167610168457,7.292920117316256,0.04109886661171913,l0_v_proj_ctxview_RC1,0.18773482605814962,0.14071833357214897,rtn,0.05218113213777542,1024x4096,0.052181124687194824,0.9879611730575562,0.024787232279777527,0.0006165504455566406,0.21421480178833008
0.32098865509033203,3.3277459144592285,6.15143184625978,0.04109188914299011,l0_v_proj_ctxview_RCL,0.18764505289495043,0.14067864030599578,rtn,0.05218112841248512,1024x4096,0.05218111723661423,0.9879441261291504,0.024635935202240944,0.0006325244903564453,0.21393895149230957
1.109375,3.868961811065674,13.814138539772877,0.06252200901508331,l1_k_proj_ctxview_RCoff,0.310546875,0.2197265625,rtn,0.08030721545219421,1024x4096,0.08030720800161362,0.983400821685791,0.034025371074676514,0.0005884170532226562,0.24966073036193848
0.5239706039428711,3.3653690814971924,6.524576913699413,0.06302788853645325,l1_k_proj_ctxview_RC1,0.28824007466436374,0.21751783728599522,rtn,0.08030721545219421,1024x4096,0.08030721545219421,0.9880434274673462,0.024665655568242073,0.0006244182586669922,0.21316027641296387
0.5762874484062195,3.3709464073181152,7.176035741760658,0.06301365047693253,l1_k_proj_ctxview_RCL,0.28825293552876063,0.21754675611853597,rtn,0.08030721545219421,1024x4096,0.08030720800161362,0.9877520799636841,0.025274045765399933,0.00060272216796875,0.21612334251403809
0.37109375,3.1266674995422363,5.502340248023869,0.05350051820278168,l1_v_proj_ctxview_RCoff,0.23046875,0.1767578125,rtn,0.0674428939819336,1024x4096,0.0674428716301918,0.9873439073562622,0.025743473321199417,0.0005919933319091797,0.22045230865478516
0.3972620368003845,3.073943614959717,5.890346179692451,0.05362894386053085,l1_v_proj_ctxview_RC1,0.2269693585187274,0.17565880775451648,rtn,0.06744290143251419,1024x4096,0.067442886531353,0.9879060387611389,0.024700704962015152,0.0006268024444580078,0.21462464332580566
0.3811109662055969,3.07012677192688,5.650869108726085,0.05365026369690895,l1_v_proj_ctxview_RCL,0.22667644515633667,0.17558770388364783,rtn,0.0674428939819336,1024x4096,0.0674428939819336,0.9879470467567444,0.024862077087163925,0.0006401538848876953,0.21452736854553223
0.6640625,3.395724058151245,7.968244659166494,0.06541653722524643,l2_k_proj_ctxview_RCoff,0.302734375,0.2255859375,rtn,0.08333861827850342,1024x4096,0.08333861082792282,0.9868765473365784,0.026793222874403,0.0006122589111328125,0.22310161590576172
0.4896887242794037,3.2987759113311768,5.875892046145374,0.06558743119239807,l2_k_proj_ctxview_RC1,0.29490939146280337,0.22374083071947046,rtn,0.08333861827850342,1024x4096,0.08333861827850342,0.9878818392753601,0.024884101003408432,0.0006339550018310547,0.2147834300994873
0.525867223739624,3.292498826980591,6.3100065084144505,0.06559775769710541,l2_k_proj_ctxview_RCL,0.2950000393986729,0.22349669322371474,rtn,0.08333861827850342,1024x4096,0.08333860337734222,0.9879191517829895,0.02477211132645607,0.0006098747253417969,0.21419429779052734
0.478515625,3.1476786136627197,5.684868552426784,0.06669937074184418,l2_v_proj_ctxview_RCoff,0.2890625,0.2216796875,rtn,0.08417356014251709,1024x4096,0.08417355269193649,0.9871866703033447,0.025990786030888557,0.0006325244903564453,0.2226407527923584
0.4556880593299866,3.0576212406158447,5.413671203742109,0.06701324135065079,l2_v_proj_ctxview_RC1,0.281949167966844,0.21876238748431198,rtn,0.08417357504367828,1024x4096,0.08417356759309769,0.9880040884017944,0.02467610128223896,0.0006289482116699219,0.2133016586303711
0.442594438791275,3.0615413188934326,5.258117133716377,0.06698493659496307,l2_v_proj_ctxview_RCL,0.28239733386040644,0.2188176080584525,rtn,0.08417356014251709,1024x4096,0.08417355269193649,0.9879173040390015,0.024786029011011124,0.0006206035614013672,0.21456265449523926
0.6171875,3.4294164180755615,7.272489627127941,0.06646308302879333,l3_k_proj_ctxview_RCoff,0.310546875,0.2314453125,rtn,0.08486605435609818,1024x4096,0.08486605435609818,0.9869418740272522,0.026408899575471878,0.0006117820739746094,0.22101521492004395
0.5127670764923096,3.37009859085083,6.042075131014547,0.06656655669212341,l3_k_proj_ctxview_RC1,0.30493898919224816,0.23022560119628888,rtn,0.08486605435609818,1024x4096,0.08486605435609818,0.9879878759384155,0.0247358251363039,0.0006399154663085938,0.2139298915863037
0.5863888263702393,3.3628056049346924,6.909580406669436,0.06659246236085892,l3_k_proj_ctxview_RCL,0.3044886619150887,0.2299840243160724,rtn,0.08486605435609818,1024x4096,0.08486603945493698,0.9879482388496399,0.02485726587474346,0.0006096363067626953,0.21449637413024902
0.63671875,3.261235475540161,6.030946349461033,0.08327566087245941,l3_v_proj_ctxview_RCoff,0.373046875,0.28125,rtn,0.10557526350021362,1024x4096,0.10557524859905243,0.9866950511932373,0.02705792710185051,0.0005984306335449219,0.2285456657409668
0.648695707321167,3.112316608428955,6.144390646399634,0.0838501825928688,l3_v_proj_ctxview_RC1,0.35949961173534595,0.27648163735866477,rtn,0.10557527095079422,1024x4096,0.10557526350021362,0.9879528284072876,0.02483106032013893,0.0006158351898193359,0.21433758735656738
0.6412452459335327,3.120142698287964,6.073820937536521,0.08382048457860947,l3_v_proj_ctxview_RCL,0.36052367231250837,0.2767978486418713,rtn,0.10557526350021362,1024x4096,0.10557526350021362,0.9879381060600281,0.02480137348175049,0.0006284713745117188,0.21455907821655273
0.58203125,3.3793230056762695,6.91063212729682,0.0660974383354187,l4_k_proj_ctxview_RCoff,0.3046875,0.2275390625,rtn,0.08422257751226425,1024x4096,0.08422254025936127,0.9868960380554199,0.026536909863352776,0.00058746337890625,0.22226595878601074
0.5441603660583496,3.3178577423095703,6.460979157768765,0.0662151500582695,l4_k_proj_ctxview_RC1,0.2993508532941357,0.2269199827313421,rtn,0.08422258496284485,1024x4096,0.08422257006168365,0.9879816770553589,0.024680951610207558,0.0006299018859863281,0.21366357803344727
0.5132594704627991,3.328221082687378,6.094084099813493,0.06619893014431,l4_k_proj_ctxview_RCL,0.30022379761934403,0.22717951431870448,rtn,0.08422257751226425,1024x4096,0.08422257751226425,0.9877303838729858,0.02513396181166172,0.0006079673767089844,0.2150256633758545
0.6875,3.196610689163208,6.223517956334801,0.08733213692903519,l4_v_proj_ctxview_RCoff,0.3828125,0.29296875,rtn,0.1104680672287941,1024x4096,0.11046802997589111,0.9867520928382874,0.02686149813234806,0.0005848407745361328,0.22730612754821777
0.6201217174530029,3.0682244300842285,5.613583103107931,0.08789432048797607,l4_v_proj_ctxview_RC1,0.37165214267373303,0.28743312001228283,rtn,0.1104680746793747,1024x4096,0.1104680672287941,0.987977147102356,0.02480393648147583,0.0006287097930908203,0.21386480331420898
0.5712233185768127,3.0739457607269287,5.170935767955997,0.08785949647426605,l4_v_proj_ctxview_RCL,0.37159140744805763,0.2876872059702873,rtn,0.1104680746793747,1024x4096,0.1104680597782135,0.9878721833229065,0.024838771671056747,0.0006227493286132812,0.21446800231933594
0.248046875,3.143404722213745,23.46423258722871,0.008364156819880009,shared_embedding,0.0361328125,0.02783203125,none(bf16 deployed),0.01057127583771944,128256x4096,0.0105712516233325,,,,
0.359375,4.390492916107178,25.189109141043577,0.011107622645795345,shared_lm_head,0.06005859375,0.038818359375,none(bf16 deployed),0.01426707860082388,128256x4096,0.014267013408243656,,,,
