target,prompt_idx,round,fp_accept,q_accept,accept_delta,recheck_accept,recheck_accept_delta,recheck_top1_same_fp,accept_delta_vs_recheck,fp_q_top1_same,q_top1_in_tree,fp_top1_in_tree,entropy_delta,margin_delta,top1_prob_delta,kl_fp_q,tv,tree_mass_fp,tree_mass_q,tree_mass_delta,ce_delta,category
W8A8,2,8,3,3,0,3,0,True,0,True,True,True,0.0,-0.3438,-0.0,-0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,2,9,3,3,0,3,0,True,0,True,True,True,0.0024,-0.2656,-0.0004,0.0,0.0004,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,2,10,3,3,0,3,0,True,0,True,True,True,-0.0109,0.1562,0.0024,0.0002,0.0024,0.9999,0.9999,0.0,0.0026,UNCHANGED
W8A8,2,11,1,1,0,1,0,True,0,True,True,True,0.0,-0.0312,-0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,2,12,5,5,0,5,0,True,0,True,True,True,-0.0,0.0469,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,2,13,3,3,0,3,0,True,0,True,True,True,-0.0,0.0781,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,2,14,2,2,0,2,0,True,0,True,True,True,-0.0,0.0312,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,3,0,3,3,0,3,0,True,0,True,True,True,-0.0011,0.0156,0.0002,0.0,0.0002,0.9991,0.9991,0.0001,0.0026,UNCHANGED
W8A8,3,1,1,1,0,1,0,True,0,True,True,True,0.0001,-0.0625,-0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,3,2,2,2,0,2,0,True,0,True,True,True,-0.0054,0.1094,0.0007,0.0001,0.0007,0.9988,0.9991,0.0003,0.0026,UNCHANGED
W8A8,3,3,3,3,0,3,0,True,0,True,True,True,0.0,-0.0625,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,3,4,2,2,0,2,0,True,0,True,True,True,-0.0349,0.0156,0.0122,0.0023,0.0185,0.8855,0.8999,0.0144,0.0026,UNCHANGED
W8A8,3,5,5,5,0,5,0,True,0,True,True,True,-0.0008,0.125,0.0001,0.0,0.0001,0.9996,0.9997,0.0,0.0026,UNCHANGED
W8A8,3,6,1,1,0,1,0,True,0,True,True,True,0.0018,-0.4219,-0.0002,0.0,0.0002,0.9996,0.9993,-0.0002,0.0026,UNCHANGED
W8A8,3,7,1,1,0,1,0,True,0,True,True,True,0.0,-0.125,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,3,8,5,5,0,5,0,True,0,True,True,True,0.0,-0.0469,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,3,9,4,4,0,4,0,True,0,True,True,True,-0.0002,0.0469,0.0,0.0,0.0,0.9999,0.9999,0.0,0.0026,UNCHANGED
W8A8,3,10,3,3,0,3,0,True,0,True,True,True,-0.0098,0.125,0.0026,0.0002,0.0026,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,3,11,1,1,0,1,0,True,0,True,True,True,0.0357,-0.25,-0.0122,0.0015,0.0122,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,3,12,2,2,0,2,0,True,0,True,True,True,-0.0,0.0625,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,3,13,1,1,0,1,0,True,0,True,True,True,0.0108,-0.1562,-0.0026,0.0002,0.0027,0.9831,0.9804,-0.0027,0.0026,UNCHANGED
W8A8,3,14,1,1,0,1,0,True,0,True,True,True,0.0,-0.1719,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,3,15,3,3,0,3,0,True,0,True,True,True,-0.0,0.0938,0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,4,0,0,0,0,0,0,True,0,True,False,False,-0.0916,0.125,0.0332,0.0139,0.0528,0.1788,0.1781,-0.0007,0.0026,UNCHANGED
W8A8,4,1,4,4,0,4,0,True,0,True,True,True,-0.0001,0.1719,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,4,2,2,2,0,2,0,True,0,True,True,True,-0.162,0.4531,0.039,0.009,0.0406,0.8674,0.8997,0.0324,0.0026,UNCHANGED
W8A8,4,3,1,1,0,1,0,True,0,True,True,True,0.0088,-0.0781,-0.0039,0.0002,0.0044,0.939,0.9349,-0.0041,0.0026,UNCHANGED
W8A8,4,4,2,2,0,2,0,True,0,True,True,True,0.0,-0.0625,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,4,5,2,2,0,2,0,True,0,True,True,True,0.0,-0.1875,-0.0,-0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,4,6,3,3,0,3,0,True,0,True,True,True,0.0003,-0.1875,-0.0,0.0,0.0,0.9999,0.9999,-0.0,0.0026,UNCHANGED
W8A8,4,7,3,3,0,3,0,True,0,True,True,True,-0.0,0.2969,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,4,8,0,0,0,0,0,True,0,True,False,False,-0.0376,0.2812,0.0516,0.0072,0.0529,0.0353,0.0323,-0.0031,0.0026,UNCHANGED
W8A8,4,9,2,2,0,2,0,True,0,True,True,True,-0.002,0.0938,0.0004,0.0,0.0004,0.9943,0.9947,0.0004,0.0026,UNCHANGED
W8A8,4,10,2,2,0,2,0,True,0,True,True,True,0.0,-0.0156,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,4,11,2,2,0,2,0,True,0,True,True,True,0.0352,-0.3125,-0.0072,0.0009,0.0072,0.9881,0.9854,-0.0027,0.0026,UNCHANGED
W8A8,4,12,3,3,0,3,0,True,0,True,True,True,0.0009,-0.1094,-0.0001,0.0,0.0001,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,4,13,1,1,0,1,0,True,0,True,True,True,-0.0011,0.1875,0.0002,0.0,0.0002,0.9999,0.9999,-0.0,0.0026,UNCHANGED
W8A8,4,14,2,2,0,2,0,True,0,True,True,True,-0.0,0.2109,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,4,15,2,2,0,2,0,True,0,True,True,True,0.0422,-0.3125,-0.0074,0.001,0.0077,0.9739,0.9711,-0.0028,0.0026,UNCHANGED
W8A8,5,0,2,2,0,2,0,True,0,True,True,True,-0.0671,0.4375,0.0805,0.0185,0.0907,0.5532,0.6136,0.0604,0.0026,UNCHANGED
W8A8,5,1,3,3,0,3,0,True,0,True,True,True,-0.0097,0.0469,0.0047,0.0001,0.0047,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,5,2,5,5,0,5,0,True,0,True,True,True,-0.0001,0.0156,0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,5,3,5,5,0,5,0,True,0,True,True,True,-0.0,0.0781,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,5,4,2,2,0,2,0,True,0,True,True,True,0.0,-0.1875,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,5,5,3,3,0,3,0,True,0,True,True,True,-0.0083,0.2188,0.0019,0.0003,0.0024,0.9876,0.9899,0.0024,0.0026,UNCHANGED
W8A8,5,6,0,0,0,0,0,True,0,True,False,False,0.0149,-0.0781,-0.0171,0.001,0.0202,0.362,0.3819,0.0199,0.0026,UNCHANGED
W8A8,5,7,3,3,0,3,0,True,0,True,True,True,0.0004,-0.0625,-0.0001,0.0,0.0001,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,5,8,0,0,0,0,0,True,0,True,False,False,0.0,-0.1484,-0.0,0.0,0.0,0.0,0.0,0.0,0.0026,UNCHANGED
W8A8,5,9,1,1,0,1,0,True,0,True,True,True,0.0,-0.25,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,5,10,2,2,0,2,0,True,0,True,True,True,0.0,-0.0469,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,5,11,2,2,0,2,0,True,0,True,True,True,-0.0,0.1562,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,5,12,0,2,2,0,0,True,2,False,True,False,-0.0257,-0.1094,-0.0147,0.0089,0.0638,0.5068,0.5544,0.0476,0.0026,ACCIDENTAL_RANK_FLIP
W8A8,5,13,1,1,0,1,0,True,0,True,True,True,-0.0014,0.4531,0.0001,0.0,0.0001,0.9994,0.9996,0.0001,0.0026,UNCHANGED
W8A8,5,14,3,3,0,3,0,True,0,True,True,True,0.0005,-0.1094,-0.0,0.0,0.0,0.9997,0.9997,-0.0,0.0026,UNCHANGED
W8A8,5,15,2,2,0,2,0,True,0,True,True,True,0.0304,-0.1406,-0.0152,0.0015,0.0207,0.7509,0.7358,-0.0151,0.0026,UNCHANGED
W8A8,6,0,2,2,0,2,0,True,0,True,True,True,-0.1286,0.3906,0.0639,0.0126,0.0643,0.9655,0.9705,0.005,0.0026,UNCHANGED
W8A8,6,1,3,3,0,3,0,True,0,True,True,True,-0.0001,0.1875,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,2,4,4,0,4,0,True,0,True,True,True,-0.0,0.2812,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,3,2,2,0,2,0,True,0,True,True,True,-0.0,0.6562,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,4,4,4,0,4,0,True,0,True,True,True,0.0244,-0.0938,-0.0244,0.0014,0.0244,0.9972,0.9971,-0.0,0.0026,UNCHANGED
W8A8,6,5,5,5,0,5,0,True,0,True,True,True,0.0,-0.0625,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,6,6,2,2,0,2,0,True,0,True,True,True,-0.0,0.0469,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,7,3,3,0,3,0,True,0,True,True,True,0.0,-0.1875,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,8,5,5,0,5,0,True,0,True,True,True,0.0,-0.3359,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,9,2,2,0,2,0,True,0,True,True,True,0.0066,-0.2031,-0.0011,0.0001,0.0012,0.9974,0.9968,-0.0006,0.0026,UNCHANGED
W8A8,6,10,2,2,0,2,0,True,0,True,True,True,0.0041,-0.4844,-0.0005,0.0001,0.0005,0.9991,0.9986,-0.0005,0.0026,UNCHANGED
W8A8,6,11,1,1,0,1,0,True,0,True,True,True,-0.0002,0.0781,0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,6,12,2,2,0,2,0,True,0,True,True,True,-0.0162,0.0469,0.0113,0.0011,0.0136,0.9542,0.9573,0.0031,0.0026,UNCHANGED
W8A8,6,13,4,4,0,4,0,True,0,True,True,True,-0.0,0.1406,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,6,14,0,0,0,0,0,True,0,False,False,False,-0.0601,0.3594,0.0732,0.0191,0.0905,0.3221,0.293,-0.0291,0.0026,UNCHANGED
W8A8,6,15,1,1,0,1,0,True,0,True,True,True,0.0,-0.3438,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,7,0,0,0,0,0,0,True,0,True,False,False,0.0452,-0.1719,-0.0593,0.0156,0.0711,0.2899,0.2969,0.007,0.0026,UNCHANGED
W8A8,7,1,2,2,0,2,0,True,0,True,True,True,-0.1961,0.1641,0.0676,0.0158,0.0691,0.761,0.8151,0.0541,0.0026,UNCHANGED
W8A8,7,2,2,2,0,2,0,True,0,True,True,True,0.027,-0.1875,-0.0087,0.0007,0.0087,0.9988,0.9987,-0.0001,0.0026,UNCHANGED
W8A8,7,3,1,1,0,1,0,True,0,True,True,True,-0.0012,0.625,0.0001,0.0,0.0001,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,7,4,3,3,0,3,0,True,0,True,True,True,0.0024,-0.1406,-0.0007,0.0008,0.0055,0.9292,0.9271,-0.0022,0.0026,UNCHANGED
W8A8,7,5,3,3,0,3,0,True,0,True,True,True,0.008,-0.1406,-0.0015,0.0001,0.0019,0.9929,0.9932,0.0003,0.0026,UNCHANGED
W8A8,7,6,2,2,0,2,0,True,0,True,True,True,-0.0077,-0.3281,-0.0383,0.0104,0.0634,0.4954,0.4582,-0.0372,0.0026,UNCHANGED
W8A8,7,7,1,1,0,1,0,True,0,True,True,True,0.0,-0.1172,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,7,8,1,1,0,1,0,True,0,True,True,True,0.0032,-0.1094,-0.0004,0.0,0.0005,0.9953,0.995,-0.0003,0.0026,UNCHANGED
W8A8,7,9,3,3,0,3,0,True,0,True,True,True,0.0128,-0.0312,-0.0045,0.0002,0.0047,0.9986,0.9987,0.0,0.0026,UNCHANGED
W8A8,7,10,4,4,0,4,0,True,0,True,True,True,0.0112,-0.0703,-0.0018,0.0001,0.0018,0.986,0.9844,-0.0016,0.0026,UNCHANGED
W8A8,7,11,3,3,0,3,0,True,0,True,True,True,-0.0284,0.1719,0.0109,0.001,0.0109,0.9265,0.9373,0.0109,0.0026,UNCHANGED
W8A8,7,12,2,2,0,2,0,True,0,True,True,True,-0.0098,-0.0312,-0.005,0.0004,0.0094,0.9511,0.9541,0.003,0.0026,UNCHANGED
W8A8,7,13,2,2,0,2,0,True,0,True,True,True,0.064,-0.2656,-0.03,0.0045,0.0353,0.7852,0.7572,-0.028,0.0026,UNCHANGED
W8A8,7,14,3,3,0,3,0,True,0,True,True,True,0.0077,-0.0625,-0.0024,0.0001,0.0024,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,7,15,2,2,0,2,0,True,0,True,True,True,0.0012,-0.2031,-0.0002,0.0,0.0002,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,8,0,2,2,0,2,0,True,0,True,True,True,-0.0515,0.0,0.0193,0.0046,0.039,0.715,0.725,0.01,0.0026,UNCHANGED
W8A8,8,1,2,2,0,2,0,True,0,True,True,True,-0.0042,0.0156,0.0039,0.0001,0.0039,0.9993,0.9995,0.0003,0.0026,UNCHANGED
W8A8,8,2,5,5,0,5,0,True,0,True,True,True,-0.0184,0.0312,0.0079,0.0003,0.0079,0.9924,0.9934,0.001,0.0026,UNCHANGED
W8A8,8,3,5,5,0,5,0,True,0,True,True,True,-0.0036,-0.0469,-0.0112,0.0004,0.0121,0.9999,0.9999,0.0,0.0026,UNCHANGED
W8A8,8,4,1,1,0,1,0,True,0,True,True,True,-0.002,0.0938,0.0004,0.0,0.0004,0.9994,0.9993,-0.0,0.0026,UNCHANGED
W8A8,8,5,5,5,0,5,0,True,0,True,True,True,-0.0,0.1094,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,8,6,3,3,0,3,0,True,0,True,True,True,0.0038,-0.3438,-0.0006,0.0001,0.0006,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,8,7,3,3,0,3,0,True,0,True,True,True,0.0,-0.2812,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,8,8,4,4,0,4,0,True,0,True,True,True,0.0,-0.0625,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,8,9,3,3,0,3,0,True,0,True,True,True,0.0064,-0.1094,-0.0012,0.0001,0.0012,0.9919,0.991,-0.0009,0.0026,UNCHANGED
W8A8,8,10,2,2,0,2,0,True,0,True,True,True,0.0,-0.0547,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,8,11,5,5,0,5,0,True,0,True,True,True,0.0,-0.0625,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,8,12,4,4,0,4,0,True,0,True,True,True,0.0074,-0.0625,-0.0023,0.0001,0.0023,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,8,13,5,5,0,5,0,True,0,True,True,True,-0.0764,0.3594,0.0394,0.0074,0.0394,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,8,14,1,1,0,1,0,True,0,True,True,True,-0.0003,0.0,0.0,0.0,0.0,0.9998,0.9998,0.0,0.0026,UNCHANGED
W8A8,9,0,2,2,0,2,0,True,0,True,True,True,0.0091,-0.0781,-0.0197,0.0008,0.0198,0.9981,0.998,-0.0001,0.0026,UNCHANGED
W8A8,9,1,5,5,0,5,0,True,0,True,True,True,0.0336,-0.0781,-0.0143,0.0008,0.0143,0.9816,0.979,-0.0026,0.0026,UNCHANGED
W8A8,9,2,4,4,0,4,0,True,0,True,True,True,-0.022,0.3438,0.0053,0.001,0.0053,0.9806,0.9859,0.0053,0.0026,UNCHANGED
W8A8,9,3,3,3,0,3,0,True,0,True,True,True,0.0005,-0.0469,-0.0001,0.0,0.0001,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,9,4,1,1,0,1,0,True,0,True,True,True,-0.0,0.0938,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,5,3,3,0,3,0,True,0,True,True,True,-0.0035,0.0156,0.0022,0.0,0.0022,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,6,2,2,0,2,0,True,0,True,True,True,0.0,-0.125,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,7,3,3,0,3,0,True,0,True,True,True,0.0,-0.125,-0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,8,2,2,0,2,0,True,0,True,True,True,0.0256,-0.2969,-0.07,0.0114,0.0735,0.9405,0.9323,-0.0083,0.0026,UNCHANGED
W8A8,9,9,2,2,0,2,0,True,0,True,True,True,-0.0,0.125,0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,10,0,0,0,0,0,True,0,True,False,False,-0.0559,0.3125,0.0721,0.0117,0.0727,0.3967,0.3241,-0.0727,0.0026,UNCHANGED
W8A8,9,11,3,3,0,3,0,True,0,True,True,True,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,9,12,3,3,0,3,0,True,0,True,True,True,0.0,-0.0781,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,13,4,4,0,4,0,True,0,True,True,True,0.0,-0.1406,-0.0,0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,14,1,1,0,1,0,True,0,True,True,True,0.0,-0.1094,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,9,15,1,1,0,1,0,True,0,True,True,True,-0.0073,0.2344,0.0014,0.0002,0.0014,0.9999,0.9999,0.0,0.0026,UNCHANGED
W8A8,10,0,0,0,0,0,0,True,0,True,False,False,-0.0384,0.0469,0.0126,0.001,0.0143,0.2381,0.2304,-0.0077,0.0026,UNCHANGED
W8A8,10,1,3,3,0,3,0,True,0,True,True,True,0.0,-0.0547,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,10,2,2,2,0,2,0,True,0,True,True,True,0.0651,-0.2188,-0.0252,0.0026,0.0255,0.9005,0.8964,-0.0042,0.0026,UNCHANGED
W8A8,10,3,3,3,0,3,0,True,0,True,True,True,-0.0009,0.125,0.0003,0.0004,0.0027,0.98,0.978,-0.0021,0.0026,UNCHANGED
W8A8,10,4,2,2,0,2,0,True,0,True,True,True,-0.0076,0.0781,0.0019,0.0001,0.0019,0.9905,0.9906,0.0001,0.0026,UNCHANGED
W8A8,10,5,0,0,0,0,0,True,0,True,False,False,0.045,-0.1875,-0.0326,0.003,0.0326,0.2093,0.2415,0.0322,0.0026,UNCHANGED
W8A8,10,6,3,3,0,3,0,True,0,True,True,True,0.0153,-0.2031,-0.0038,0.0004,0.0038,0.9999,0.9999,-0.0,0.0026,UNCHANGED
W8A8,10,7,5,5,0,5,0,True,0,True,True,True,0.0,-0.0781,0.0,-0.0,0.0,1.0,1.0,0.0,0.0026,UNCHANGED
W8A8,10,8,3,3,0,3,0,True,0,True,True,True,0.0,-0.125,-0.0,-0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,10,9,1,1,0,1,0,True,0,True,True,True,0.0003,-0.0156,-0.0039,0.0,0.0039,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,10,10,3,3,0,3,0,True,0,True,True,True,0.0,-0.375,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,10,11,4,4,0,4,0,True,0,True,True,True,0.0,-0.1562,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0026,UNCHANGED
W8A8,10,12,1,1,0,1,0,True,0,True,True,True,0.0001,-0.1484,-0.0,0.0,0.0001,0.9996,0.9997,0.0,0.0026,UNCHANGED
