stage,tensor,condition,dataset,layer,rms,absmax,p99,p99_9,kurtosis,top01pct_energy,a4_nmse,w4_nmse,kv4_nmse,sqnr
D,D_vctx,QOFF,mtbench,0,3.1628654798738585,35.01106262207031,,,5.3778205344884125,0.004074539493055235,,NA,,
D,D_kdr,QOFF,mtbench,0,1.2413894962956096,8.224861145019531,,,4.544346601329033,0.023604791108216075,,NA,,
D,D_vdr,QOFF,mtbench,0,3.1638904593019554,19.206466674804688,,,3.505718904837556,0.0032706795166160137,,NA,,
D,D_kctx,QOFF,mtbench,1,1.5659396988783916,9.277241706848145,,,5.117949589751746,0.00991839147609142,,NA,,
D,D_vctx,QOFF,mtbench,1,3.9528845533468275,38.27195739746094,,,4.7225021618662835,0.006838037995160412,,NA,,
D,D_kdr,QOFF,mtbench,1,1.5632860887168165,9.189729690551758,,,5.337329442581729,0.011215230487857964,,NA,,
D,D_vdr,QOFF,mtbench,1,3.3532070335564295,27.0253849029541,,,5.425320649961396,0.006517453797516613,,NA,,
D,D_kctx,QOFF,mtbench,2,1.7098160247563077,10.97746467590332,,,4.116077527264778,0.009811150042671786,,NA,,
D,D_vctx,QOFF,mtbench,2,5.034009515065083,52.78916549682617,,,5.246132993043598,0.001968176926806446,,NA,,
D,D_kdr,QOFF,mtbench,2,1.6028282300685994,8.635641098022461,,,3.421542418595084,0.008688196188890343,,NA,,
D,D_vdr,QOFF,mtbench,2,6.153678236922212,45.98993682861328,,,4.208708287024715,0.004734196177723158,,NA,,
D,D_kctx,QOFF,mtbench,3,1.7349329986267708,10.251948356628418,,,4.1037999067929976,0.009916191823639727,,NA,,
D,D_vctx,QOFF,mtbench,3,6.050187384813599,77.47742462158203,,,6.443122400201332,0.0018266464078911123,,NA,,
D,D_kdr,QOFF,mtbench,3,1.6637070479906835,8.97194766998291,,,3.8014856359360496,0.011119071525833746,,NA,,
D,D_vdr,QOFF,mtbench,3,9.024602427214147,68.76879119873047,,,4.177022577667159,0.004793274214376267,,NA,,
D,D_kctx,QOFF,mtbench,4,1.8298908949705757,11.063807487487793,,,3.656970766020291,0.008575672619481814,,NA,,
D,D_vctx,QOFF,mtbench,4,5.93711945785117,77.77230072021484,,,5.703653967267641,0.0018455771875856386,,NA,,
D,D_kdr,QOFF,mtbench,4,1.7731417662959859,8.793004035949707,,,3.481204003163545,0.01004391261608796,,NA,,
D,D_vdr,QOFF,mtbench,4,6.597756101665475,46.97119140625,,,3.5300587283945264,0.0037102114269885597,,NA,,
D,D_kctx,QON,mtbench,0,1.4621317440000703,15.389904975891113,,,8.805745395795691,0.03773933062337776,,NA,,
D,D_vctx,QON,mtbench,0,5.185304152990463,40.9028205871582,,,3.6871788675533765,0.0036812633945405913,,NA,,
D,D_kdr,QON,mtbench,0,1.2413894962956096,8.224861145019531,,,4.544346601329033,0.023604791108216075,,NA,,
D,D_vdr,QON,mtbench,0,3.1638904593019554,19.206466674804688,,,3.505718904837556,0.0032706795166160137,,NA,,
D,D_kctx,QON,mtbench,1,1.482231927452884,11.660547256469727,,,5.123855545094127,0.008419885595546604,,NA,,
D,D_vctx,QON,mtbench,1,6.238665824502139,68.68799591064453,,,3.450925301108484,0.004321346166788502,,NA,,
D,D_kdr,QON,mtbench,1,1.5728638119700087,9.271276473999023,,,5.208095955199111,0.011538367454218174,,NA,,
D,D_vdr,QON,mtbench,1,3.721490339591203,30.698322296142578,,,5.150887555444739,0.00664415181433595,,NA,,
D,D_kctx,QON,mtbench,2,1.7272750590892019,11.048827171325684,,,4.01305783579745,0.0052125316088692695,,NA,,
D,D_vctx,QON,mtbench,2,8.302584198105697,59.825809478759766,,,3.3988032300133213,0.0018908891070578003,,NA,,
D,D_kdr,QON,mtbench,2,1.6115496846871078,9.072378158569336,,,3.411598869640011,0.009221038334687369,,NA,,
D,D_vdr,QON,mtbench,2,6.823853654379885,53.07135009765625,,,4.044280211689641,0.003866454548025398,,NA,,
D,D_kctx,QON,mtbench,3,1.7384086963599796,10.932661056518555,,,4.191630915515734,0.007022341356036228,,NA,,
D,D_vctx,QON,mtbench,3,9.03586479373607,82.95087432861328,,,4.163447848290078,0.0020627781770298273,,NA,,
D,D_kdr,QON,mtbench,3,1.6729022733879892,8.870370864868164,,,3.7436482237119004,0.011247624477058567,,NA,,
D,D_vdr,QON,mtbench,3,9.881477277240204,94.63703918457031,,,3.9419639579842047,0.005597324813659049,,NA,,
D,D_kctx,QON,mtbench,4,1.845911600089257,11.08027458190918,,,3.8663448403773915,0.006787709205453668,,NA,,
D,D_vctx,QON,mtbench,4,8.659776397967414,87.98123168945312,,,3.9518073806147895,0.002258478818095585,,NA,,
D,D_kdr,QON,mtbench,4,1.7853837396025045,9.77123737335205,,,3.538194369331491,0.01042084155081313,,NA,,
D,D_vdr,QON,mtbench,4,7.082688978860373,52.94562530517578,,,3.6797243491375466,0.0033235775650987047,,NA,,
A,A_before_R1,no_R1T,gsm8k,-1,0.6945866849143993,326.0222473144531,,,150539.4374120314,0.8390315476317823,0.47833019495010376,NA,,3.2
A,A_after_R1,R1T,gsm8k,-1,0.6945866595723855,26.75,,,301.8971099481959,0.0074705692542044125,0.05061795935034752,NA,,12.96
C,C_Ht_preRC,QON_preRC,gsm8k,-1,0.9999999707493777,32.789878845214844,,,180.09802161526963,0.3264887324446397,0.4482210576534271,NA,,3.49
C,C_Ht_postRC,QON_postRC,gsm8k,-1,1.0000000008402163,5.063560485839844,,,2.91270583420255,0.003940457826530933,0.01820405013859272,NA,,17.4
C,C_Ht_FP,FP,gsm8k,-1,0.999999960736769,35.282413482666016,,,257.66147196025975,0.3861322442809196,,NA,,
D,D_kctx,FP,gsm8k,0,1.354974859411033,16.47933006286621,,,10.502906683987943,0.039143654553420906,,NA,0.018938301131129265,
D,D_vctx,FP,gsm8k,0,4.95737541199092,35.36037826538086,,,3.590350810070364,0.0032905173945229874,,NA,0.010488190688192844,
D,D_kdr,FP,gsm8k,0,1.224834478921289,8.469879150390625,,,5.266184034288552,0.029650939470211236,,NA,,
D,D_vdr,FP,gsm8k,0,3.1683377014023066,19.02404022216797,,,3.54723858281481,0.0038374326613393977,,NA,,
D,D_kctx,FP,gsm8k,1,1.4249779410553973,15.591511726379395,,,6.532066299442253,0.013308647364174272,,NA,0.01680039055645466,
D,D_vctx,FP,gsm8k,1,5.510625145238465,43.659645080566406,,,3.6592317852900598,0.004436137188118538,,NA,0.010229826904833317,
D,D_kdr,FP,gsm8k,1,1.5649097417726485,9.58395767211914,,,5.256410154872115,0.011886252803749544,,NA,,
D,D_vdr,FP,gsm8k,1,3.8172711039851506,29.319107055664062,,,5.561806345361016,0.00695165906390304,,NA,,
D,D_kctx,FP,gsm8k,2,1.7488599967003335,11.192161560058594,,,4.312836959123628,0.007077736938814948,,NA,0.01315848808735609,
D,D_vctx,FP,gsm8k,2,7.671927081787762,56.97703552246094,,,4.030127136306356,0.0023039909680708797,,NA,0.010050340555608273,
D,D_kdr,FP,gsm8k,2,1.6128267581971472,8.045246124267578,,,3.394927921456327,0.009869849007837588,,NA,,
D,D_vdr,FP,gsm8k,2,7.352422649950831,51.108131408691406,,,4.250132294370896,0.005391598711710241,,NA,,
D,D_kctx,FP,gsm8k,3,1.7660589378218736,10.940970420837402,,,4.819382761326143,0.01167115149714733,,NA,0.014325066469609737,
D,D_vctx,FP,gsm8k,3,8.60590339829454,70.7332992553711,,,5.040393551272904,0.0023585264766640274,,NA,0.010147683322429657,
D,D_kdr,FP,gsm8k,3,1.6754549540104349,8.329278945922852,,,3.6743819437037626,0.012082881025877672,,NA,,
D,D_vdr,FP,gsm8k,3,10.632930217413804,66.89634704589844,,,3.9831139010261407,0.0042013304784370405,,NA,,
D,D_kctx,FP,gsm8k,4,1.8715690947232249,10.838828086853027,,,4.45271492311462,0.009606457136311985,,NA,0.013529311865568161,
D,D_vctx,FP,gsm8k,4,7.80588299572172,65.8034896850586,,,4.685335809180134,0.0030212027195841516,,NA,0.010084145702421665,
D,D_kdr,FP,gsm8k,4,1.7895402477611648,8.601658821105957,,,3.517609394014794,0.010660736088300473,,NA,,
D,D_vdr,FP,gsm8k,4,7.35854399132423,65.29332733154297,,,4.799824779511654,0.004376494929157511,,NA,,
D,D_kctx,QOFF,gsm8k,0,1.3932651484597598,16.829734802246094,,,11.032755996892492,0.04160172908566704,,NA,,
D,D_vctx,QOFF,gsm8k,0,3.59727640253169,34.819637298583984,,,4.875024594131593,0.0031877465868840444,,NA,,
D,D_kdr,QOFF,gsm8k,0,1.2253534889881113,8.272037506103516,,,5.206977958954541,0.029015256369654543,,NA,,
D,D_vdr,QOFF,gsm8k,0,3.2354323406301853,19.757356643676758,,,3.5153781579527306,0.003710977087818511,,NA,,
D,D_kctx,QOFF,gsm8k,1,1.5207877299686252,9.04021167755127,,,5.191250048998589,0.01391025223752175,,NA,,
D,D_vctx,QOFF,gsm8k,1,4.52455532975083,35.2066764831543,,,4.3263592323344495,0.003031045580352903,,NA,,
D,D_kdr,QOFF,gsm8k,1,1.564730692842996,8.800865173339844,,,5.315113488957371,0.011411892888343432,,NA,,
D,D_vdr,QOFF,gsm8k,1,3.461441677748263,25.55577278137207,,,4.888881206487637,0.006194887311877816,,NA,,
D,D_kctx,QOFF,gsm8k,2,1.72885054345214,9.827674865722656,,,3.948228559969098,0.008754369281850109,,NA,,
D,D_vctx,QOFF,gsm8k,2,5.801998485776751,47.099185943603516,,,4.660628809712871,0.002031563950671317,,NA,,
D,D_kdr,QOFF,gsm8k,2,1.6029514192235141,9.163385391235352,,,3.377992946218019,0.009017918661143662,,NA,,
D,D_vdr,QOFF,gsm8k,2,6.2955915190516185,47.60151672363281,,,3.900119512287049,0.004426566408405486,,NA,,
D,D_kctx,QOFF,gsm8k,3,1.7601538848174412,9.5088529586792,,,4.418648485441589,0.010871413001576239,,NA,,
D,D_vctx,QOFF,gsm8k,3,6.898711965784163,68.19072723388672,,,5.4821591415231685,0.0021780236233182333,,NA,,
D,D_kdr,QOFF,gsm8k,3,1.6646890224340936,8.56921672821045,,,3.791166647411349,0.01132415630547548,,NA,,
D,D_vdr,QOFF,gsm8k,3,9.143117269928753,70.34479522705078,,,3.9605915967501257,0.0041550636132882835,,NA,,
D,D_kctx,QOFF,gsm8k,4,1.8580324616713444,10.768853187561035,,,4.076256393275278,0.010301194238755099,,NA,,
D,D_vctx,QOFF,gsm8k,4,6.759107506519094,63.47772216796875,,,4.894296393680787,0.002621452962528051,,NA,,
D,D_kdr,QOFF,gsm8k,4,1.7768701727193559,8.923279762268066,,,3.4785266461707294,0.009900490347191598,,NA,,
D,D_vdr,QOFF,gsm8k,4,6.7719800800670455,39.98460388183594,,,3.4054589078997095,0.004126549353757135,,NA,,
D,D_kctx,QON,gsm8k,0,1.3776452694634902,15.324880599975586,,,8.866220921657831,0.03444185964799002,,NA,,
D,D_vctx,QON,gsm8k,0,5.0828411736648835,35.03966522216797,,,3.6292405835155632,0.0036291290473051685,,NA,,
D,D_kdr,QON,gsm8k,0,1.2253534889881113,8.272037506103516,,,5.206977958954541,0.029015256369654543,,NA,,
D,D_vdr,QON,gsm8k,0,3.2354323406301853,19.757356643676758,,,3.5153781579527306,0.003710977087818511,,NA,,
D,D_kctx,QON,gsm8k,1,1.4412319642489857,11.660547256469727,,,5.3730883063994925,0.011943705016166978,,NA,,
D,D_vctx,QON,gsm8k,1,6.055340873731017,46.04132080078125,,,3.4557638264376,0.0034626041935181297,,NA,,
D,D_kdr,QON,gsm8k,1,1.5728644137235386,10.031497955322266,,,5.2013764755833165,0.012150227854114745,,NA,,
D,D_vdr,QON,gsm8k,1,3.76031685739658,29.813552856445312,,,4.964735220598061,0.007325535785109518,,NA,,
D,D_kctx,QON,gsm8k,2,1.74555601432247,10.525481224060059,,,4.049933902587176,0.006593816823277023,,NA,,
D,D_vctx,QON,gsm8k,2,8.01448497996668,53.437870025634766,,,3.577221543087109,0.00253017471004536,,NA,,
D,D_kdr,QON,gsm8k,2,1.6093352747796712,8.300518035888672,,,3.3998972731597608,0.010214374043305427,,NA,,
D,D_vdr,QON,gsm8k,2,7.0115877554743715,47.49454879760742,,,3.8307347398663256,0.004269395369763147,,NA,,
D,D_kctx,QON,gsm8k,3,1.7591544787876607,10.354836463928223,,,4.483401853818779,0.00951630248173421,,NA,,
D,D_vctx,QON,gsm8k,3,9.026543395494937,68.74773406982422,,,4.307128038975501,0.002235964334240241,,NA,,
D,D_kdr,QON,gsm8k,3,1.671779586212413,8.4409818649292,,,3.7040365194299456,0.011406797942753077,,NA,,
D,D_vdr,QON,gsm8k,3,10.076739607963617,71.20439147949219,,,3.7861650816673107,0.004482186173779026,,NA,,
D,D_kctx,QON,gsm8k,4,1.8652782955986313,10.945663452148438,,,4.200640343454843,0.008925196416348851,,NA,,
D,D_vctx,QON,gsm8k,4,8.65479094228125,67.27198028564453,,,3.949387672645183,0.0031238204951826855,,NA,,
D,D_kdr,QON,gsm8k,4,1.785485796696006,10.672354698181152,,,3.493423401576555,0.009818232176730515,,NA,,
D,D_vdr,QON,gsm8k,4,7.345143273434429,66.38817596435547,,,3.597303130706268,0.00301761642364123,,NA,,
A,A_before_R1,no_R1T,humaneval,-1,0.62168786176572,326.00115966796875,,,176114.3504167605,0.7896852675498135,0.4734176695346832,NA,,3.25
A,A_after_R1,R1T,humaneval,-1,0.6216878384386572,26.75,,,353.317578664871,0.007154916744746085,0.05198349431157112,NA,,12.84
C,C_Ht_preRC,QON_preRC,humaneval,-1,0.9999999650438571,32.626441955566406,,,167.5305673619971,0.31909754987390243,0.45495569705963135,NA,,3.42
C,C_Ht_postRC,QON_postRC,humaneval,-1,0.9999999938816666,5.260446548461914,,,2.9070268481684702,0.0037119151106008897,0.01822502724826336,NA,,17.39
C,C_Ht_FP,FP,humaneval,-1,0.9999999584335374,34.66107940673828,,,246.52920206923568,0.383774269333868,,NA,,
D,D_kctx,FP,humaneval,0,1.383232545176969,17.014907836914062,,,11.115394487512514,0.040951973439079574,,NA,0.019424421712756157,
D,D_vctx,FP,humaneval,0,4.9716243463024234,37.290401458740234,,,3.5449502181703543,0.003702620453734054,,NA,0.010490037500858307,
D,D_kdr,FP,humaneval,0,1.2468413606075033,7.654391288757324,,,4.926551374543269,0.026952877610252942,,NA,,
D,D_vdr,FP,humaneval,0,3.0879259019364933,16.673627853393555,,,3.439241076407699,0.0032096926778802676,,NA,,
D,D_kctx,FP,humaneval,1,1.433333504637381,15.599726676940918,,,6.110067012007875,0.013343261757516075,,NA,0.016159258782863617,
D,D_vctx,FP,humaneval,1,5.655247995162413,51.1767463684082,,,3.5860396917097277,0.0032604479245452347,,NA,0.010179799981415272,
D,D_kdr,FP,humaneval,1,1.563721219951635,9.95511245727539,,,5.193759615747017,0.014378247405062425,,NA,,
D,D_vdr,FP,humaneval,1,3.788809314654908,27.6264591217041,,,5.232012463498406,0.006246482641925808,,NA,,
D,D_kctx,FP,humaneval,2,1.7455668767493844,12.157536506652832,,,4.338656491817444,0.006502556328381026,,NA,0.013283075764775276,
D,D_vctx,FP,humaneval,2,7.693920309301125,53.60420227050781,,,3.8586599704054514,0.0021281448009283924,,NA,0.010047893039882183,
D,D_kdr,FP,humaneval,2,1.6207409799107575,8.585597038269043,,,3.467221659203312,0.010557755428337558,,NA,,
D,D_vdr,FP,humaneval,2,7.020753023811524,49.686279296875,,,4.134148663827808,0.005243300289770101,,NA,,
D,D_kctx,FP,humaneval,3,1.76389747283585,10.940970420837402,,,4.731131269104888,0.010298281393473246,,NA,0.014236543327569962,
D,D_vctx,FP,humaneval,3,8.593608288563889,75.49059295654297,,,4.859177522910031,0.0024594621259752735,,NA,0.010151833295822144,
D,D_kdr,FP,humaneval,3,1.6742444166643162,8.40868091583252,,,3.720386413123319,0.012207620682446603,,NA,,
D,D_vdr,FP,humaneval,3,10.395833414650095,78.9497299194336,,,4.231928365531731,0.006682475776576314,,NA,,
D,D_kctx,FP,humaneval,4,1.866398353043861,11.653100967407227,,,4.351338130816355,0.009021735369765254,,NA,0.013351521454751492,
D,D_vctx,FP,humaneval,4,7.895667068465253,77.3362045288086,,,4.43739675548392,0.0024304753527394076,,NA,0.010112036019563675,
D,D_kdr,FP,humaneval,4,1.7827424850364049,8.346592903137207,,,3.420296508169747,0.010754736186918681,,NA,,
D,D_vdr,FP,humaneval,4,6.9978223475547985,69.837646484375,,,4.634672593045366,0.00560117371177774,,NA,,
D,D_kctx,QOFF,humaneval,0,1.4132249771120513,16.58937644958496,,,11.26438515333497,0.042296536487469394,,NA,,
D,D_vctx,QOFF,humaneval,0,3.7800588562844255,38.79005432128906,,,4.732338513851282,0.00372372866501499,,NA,,
D,D_kdr,QOFF,humaneval,0,1.2481873400048629,7.651968002319336,,,4.8876363928851925,0.026536597126240985,,NA,,
D,D_vdr,QOFF,humaneval,0,3.1547458490557783,16.700084686279297,,,3.3962319538096057,0.0032876298132184286,,NA,,
D,D_kctx,QOFF,humaneval,1,1.5209971845022843,9.21147632598877,,,5.1349033334857745,0.013279281698638649,,NA,,
D,D_vctx,QOFF,humaneval,1,4.718212259204893,35.655845642089844,,,4.220661921934418,0.003483927568489504,,NA,,
D,D_kdr,QOFF,humaneval,1,1.5574164729316429,8.824176788330078,,,5.3275047923438645,0.013992931489536162,,NA,,
D,D_vdr,QOFF,humaneval,1,3.1224738285038116,26.346738815307617,,,5.973654151497208,0.007488101780725554,,NA,,
D,D_kctx,QOFF,humaneval,2,1.7269638755808492,10.085213661193848,,,3.9760181797064367,0.0089567515250295,,NA,,
D,D_vctx,QOFF,humaneval,2,6.010925440092964,52.81007385253906,,,4.524329990587143,0.001962594384887176,,NA,,
D,D_kdr,QOFF,humaneval,2,1.6094105986423681,8.312349319458008,,,3.4456659864528767,0.00913953600097355,,NA,,
D,D_vdr,QOFF,humaneval,2,5.93945985310984,48.62550735473633,,,4.1919065650559055,0.0054062263968105775,,NA,,
D,D_kctx,QOFF,humaneval,3,1.7573987844311785,9.693243980407715,,,4.347610706184061,0.01046627463086726,,NA,,
D,D_vctx,QOFF,humaneval,3,7.132517624498113,72.8447036743164,,,5.337923805984051,0.0020704811374598515,,NA,,
D,D_kdr,QOFF,humaneval,3,1.6627379877523334,8.276250839233398,,,3.7979865044545345,0.011007489380900409,,NA,,
D,D_vdr,QOFF,humaneval,3,8.875355742599684,76.65515899658203,,,4.28964622683936,0.005918727214701993,,NA,,
D,D_kctx,QOFF,humaneval,4,1.852514461827024,10.99427604675293,,,3.993310702290766,0.009997451301430009,,NA,,
D,D_vctx,QOFF,humaneval,4,7.032037795644178,77.7631607055664,,,4.760838710455959,0.001996378458856972,,NA,,
D,D_kdr,QOFF,humaneval,4,1.7697214076789907,9.159987449645996,,,3.431925368574962,0.009690381907081916,,NA,,
D,D_vdr,QOFF,humaneval,4,6.471617850202648,39.57490921020508,,,3.433438554392877,0.00596925939311256,,NA,,
D,D_kctx,QON,humaneval,0,1.3986468032334833,16.61208152770996,,,9.385407835334577,0.03601786573546782,,NA,,
D,D_vctx,QON,humaneval,0,5.162016902164358,40.327796936035156,,,3.5469454668708287,0.0038696424244655196,,NA,,
D,D_kdr,QON,humaneval,0,1.2481873400048629,7.651968002319336,,,4.8876363928851925,0.026536597126240985,,NA,,
D,D_vdr,QON,humaneval,0,3.1547458490557783,16.700084686279297,,,3.3962319538096057,0.0032876298132184286,,NA,,
D,D_kctx,QON,humaneval,1,1.4451535634272465,11.401500701904297,,,5.246553323307306,0.01157525395127065,,NA,,
D,D_vctx,QON,humaneval,1,6.160939323254246,47.47092056274414,,,3.4032347701728067,0.0031861368591166433,,NA,,
D,D_kdr,QON,humaneval,1,1.5745835858170751,10.26528549194336,,,5.164379620356693,0.013678239868089028,,NA,,
D,D_vdr,QON,humaneval,1,3.712841577030494,27.888431549072266,,,4.869449077531658,0.005943506452749195,,NA,,
D,D_kctx,QON,humaneval,2,1.7440691207767192,10.21776008605957,,,4.1111641763454445,0.006580874434255323,,NA,,
D,D_vctx,QON,humaneval,2,8.055932132533057,56.652347564697266,,,3.496891845044983,0.002418173137584718,,NA,,
D,D_kdr,QON,humaneval,2,1.61800151532573,8.888360977172852,,,3.5170672142638963,0.010156576639350321,,NA,,
D,D_vdr,QON,humaneval,2,6.714165890915582,44.1109504699707,,,3.815667239671366,0.005399768680703712,,NA,,
D,D_kctx,QON,humaneval,3,1.758060604850657,10.087363243103027,,,4.426352948253522,0.008677665868549619,,NA,,
D,D_vctx,QON,humaneval,3,9.041653922389921,70.4731674194336,,,4.25782660642579,0.0026390567801190023,,NA,,
D,D_kdr,QON,humaneval,3,1.671235420346347,8.923759460449219,,,3.7794022556703704,0.011894485411851705,,NA,,
D,D_vdr,QON,humaneval,3,9.833476100244663,74.83950805664062,,,3.909523232118617,0.007603502140025435,,NA,,
D,D_kctx,QON,humaneval,4,1.8597224115705473,11.717398643493652,,,4.124618793704804,0.008384513071377617,,NA,,
D,D_vctx,QON,humaneval,4,8.720196462503543,74.29092407226562,,,3.85083090245338,0.0024162746140333536,,NA,,
D,D_kdr,QON,humaneval,4,1.78245486522851,9.246187210083008,,,3.439936499067603,0.009746986985962392,,NA,,
D,D_vdr,QON,humaneval,4,7.091697978054142,49.21578598022461,,,3.495757030041203,0.005052563116937078,,NA,,
A,A_before_R1,no_R1T,sharegpt,-1,0.5760575478669799,326.05816650390625,,,186034.293150924,0.7262448007313246,0.44841670989990234,NA,,3.48
A,A_after_R1,R1T,sharegpt,-1,0.576057526460924,26.75,,,373.52306133443443,0.006605047396131747,0.05182890594005585,NA,,12.85
C,C_Ht_preRC,QON_preRC,sharegpt,-1,0.9999999729407695,32.626468658447266,,,182.9654342201415,0.3220519312985246,0.42771875858306885,NA,,3.69
C,C_Ht_postRC,QON_postRC,sharegpt,-1,1.0000000026876696,5.011087417602539,,,2.9087607270672398,0.0038995605515661654,0.01820826716721058,NA,,17.4
C,C_Ht_FP,FP,sharegpt,-1,0.9999999645930062,35.792198181152344,,,248.51926927795358,0.36820941102696136,,NA,,
D,D_kctx,FP,sharegpt,0,1.3434110973278552,17.078231811523438,,,10.655788099075325,0.0355690442288628,,NA,0.019104817882180214,
D,D_vctx,FP,sharegpt,0,4.9161453797211365,40.06699752807617,,,3.594915815801894,0.0032126985791544062,,NA,0.010589501820504665,
D,D_kdr,FP,sharegpt,0,1.2331691130496167,7.795047760009766,,,4.795503931483508,0.028410938647271154,,NA,,
D,D_vdr,FP,sharegpt,0,3.2158143870835043,19.240827560424805,,,3.4407828424660343,0.0030995914017267322,,NA,,
D,D_kctx,FP,sharegpt,1,1.4119521912054722,15.603590965270996,,,6.854589159362741,0.014729270703284945,,NA,0.0172461848706007,
D,D_vctx,FP,sharegpt,1,5.409526503597817,41.55988311767578,,,3.730232217241351,0.0031756099897630517,,NA,0.010217060334980488,
D,D_kdr,FP,sharegpt,1,1.5639222615120667,9.868698120117188,,,5.3317046047640755,0.011795840849732652,,NA,,
D,D_vdr,FP,sharegpt,1,3.8273257326175583,32.273597717285156,,,5.530139426879288,0.007486709884628348,,NA,,
D,D_kctx,FP,sharegpt,2,1.7590364678414125,11.22488784790039,,,4.3714701140090275,0.007026948812151266,,NA,0.013325665146112442,
D,D_vctx,FP,sharegpt,2,7.546338076040385,61.541072845458984,,,4.267752844575059,0.002045931022727123,,NA,0.010110758244991302,
D,D_kdr,FP,sharegpt,2,1.619856585306513,9.33834171295166,,,3.4101440039620723,0.009713627218401567,,NA,,
D,D_vdr,FP,sharegpt,2,7.408138289041577,53.52116012573242,,,4.250147720848833,0.0038868658341511156,,NA,,
D,D_kctx,FP,sharegpt,3,1.7738225301783468,10.949816703796387,,,4.914391261664682,0.00957658285585477,,NA,0.01451665349304676,
D,D_vctx,FP,sharegpt,3,8.607669546154463,80.37908935546875,,,5.461819180421324,0.002449367738748627,,NA,0.010148287750780582,
D,D_kdr,FP,sharegpt,3,1.6811767579757038,8.340670585632324,,,3.6886352869701584,0.01240607595936221,,NA,,
D,D_vdr,FP,sharegpt,3,10.718687542421597,65.83554077148438,,,3.9930914788950145,0.004172728871820751,,NA,,
D,D_kctx,FP,sharegpt,4,1.878130424052908,10.687593460083008,,,4.570999152208684,0.009884819929890341,,NA,0.013759060762822628,
